area_id,area_name,b25101001,b25101001_moe,b25101002,b25101002_moe,b25101003,b25101003_moe,b25101004,b25101004_moe,b25101005,b25101005_moe,b25101006,b25101006_moe,b25101007,b25101007_moe,b25101008,b25101008_moe,b25101009,b25101009_moe,b25101010,b25101010_moe,b25101011,b25101011_moe,b25101012,b25101012_moe,b25101013,b25101013_moe,b25101014,b25101014_moe,b25101015,b25101015_moe,b25101016,b25101016_moe,b25101017,b25101017_moe,b25101018,b25101018_moe,b25101019,b25101019_moe,b25101020,b25101020_moe,b25101021,b25101021_moe,b25101022,b25101022_moe,b25101023,b25101023_moe,b25101024,b25101024_moe,b25101025,b25101025_moe,b25101026,b25101026_moe,b25101027,b25101027_moe,b25101028,b25101028_moe,b25101029,b25101029_moe,b25101030,b25101030_moe,b25101031,b25101031_moe,b25101032,b25101032_moe,b25101033,b25101033_moe,b25101034,b25101034_moe,b25101035,b25101035_moe,b25101036,b25101036_moe,b25101037,b25101037_moe,b25101038,b25101038_moe,b25101039,b25101039_moe,b25101040,b25101040_moe,b25101041,b25101041_moe,b25101042,b25101042_moe,b25101043,b25101043_moe,b25101044,b25101044_moe,b25101045,b25101045_moe
1,Southwest,14808,462,11140,462,297,116,16,51,0,48,281,113,492,171,0,48,0,48,492,171,485,134,10,48,60,62,415,127,1350,219,36,48,237,93,1077,198,8456,434,3672,365,3007,335,1777,263,60,55,3668,315,432,132,10,49,31,55,391,127,622,156,206,112,252,97,164,80,571,148,287,112,214,89,70,62,571,148,465,140,96,69,10,48,1432,233,1393,231,33,56,6,47,40,63
2,Delridge Neighborhoods,7724,382,6291,376,110,58,0,38,0,38,110,58,310,108,0,38,34,56,276,99,516,170,17,44,44,47,455,162,1479,237,138,77,300,102,1041,205,3876,323,1510,234,1720,247,646,177,0,38,1433,204,200,83,40,48,46,51,114,64,328,104,150,80,104,62,74,69,246,95,179,91,33,42,34,49,223,95,208,91,15,43,0,38,389,115,367,109,0,38,22,49,47,82
3,Greater Duwamish,8359,418,5975,414,230,90,0,45,0,45,230,90,300,104,0,45,32,54,268,98,723,175,46,63,82,72,595,157,1379,242,29,54,336,136,1014,203,3294,346,1294,226,1266,226,734,168,49,63,2384,262,468,127,121,76,119,71,228,85,428,120,132,75,139,73,157,79,324,107,240,92,84,69,0,45,505,130,505,130,0,45,0,45,659,162,659,162,0,45,0,45,0,45
4,Southeast,10861,427,8541,431,275,103,0,45,10,46,265,102,494,155,0,45,16,49,478,153,730,197,14,49,90,63,626,184,1702,280,74,62,395,144,1233,254,5306,403,2046,285,2101,304,1159,229,34,55,2320,264,315,111,13,47,42,53,260,103,361,120,117,84,87,61,157,78,294,107,153,71,64,57,77,75,382,126,325,107,57,84,0,45,929,175,921,175,0,45,8,45,39,59
5,Central,6894,359,5511,372,252,137,0,34,0,34,252,137,340,123,0,34,12,37,328,121,362,130,0,34,47,39,315,127,708,189,59,56,132,79,517,164,3819,338,1557,235,1499,254,763,177,30,44,1383,205,206,98,0,34,17,34,189,95,187,88,29,38,52,55,106,70,137,73,105,68,21,38,11,36,218,88,189,75,29,45,0,34,603,148,561,147,28,42,14,37,32,46
6,East,8008,453,6038,424,190,108,0,47,0,47,190,108,378,145,0,47,0,47,378,145,449,161,16,51,79,70,354,148,877,200,42,55,239,97,596,175,4128,367,1556,268,1614,277,958,202,16,49,1970,265,155,76,47,57,7,47,101,64,244,102,89,57,48,62,107,83,174,86,51,58,93,68,30,57,313,114,240,104,44,51,29,53,1054,197,987,193,51,55,16,50,30,55
7,Northeast,16806,426,12154,459,298,110,0,59,0,59,298,110,307,120,0,59,0,59,307,120,481,127,0,59,60,66,421,121,1326,214,45,61,295,103,986,193,9709,435,4621,352,3217,309,1871,266,33,64,4652,310,417,115,32,62,47,69,338,107,493,124,103,71,182,81,208,89,499,125,330,100,112,81,57,70,732,151,624,135,82,77,26,61,2486,257,2475,257,11,60,0,59,25,62
8,North,9074,354,6631,384,255,101,0,43,0,43,255,101,342,138,0,43,0,43,342,138,522,146,0,43,95,63,427,134,1058,196,145,75,207,89,706,167,4440,331,1828,228,1662,224,950,203,14,45,2443,259,477,139,44,54,55,54,378,126,362,123,110,68,92,69,160,93,353,116,221,92,132,73,0,43,450,137,433,134,17,43,0,43,786,146,771,145,15,45,0,43,15,44
9,Northwest,17569,559,13484,559,429,139,0,54,0,54,429,139,610,160,0,54,34,66,576,155,1091,233,14,56,115,99,962,214,1888,276,148,93,449,134,1291,235,9466,489,3793,361,3797,376,1876,270,0,54,4085,342,570,161,66,62,73,68,431,150,657,153,185,83,281,107,191,97,572,138,399,115,148,89,25,58,718,156,694,154,24,56,0,54,1545,219,1545,219,0,54,0,54,23,56
10,Ballard,11602,423,8536,417,292,125,0,43,12,45,280,123,287,102,0,43,0,43,287,102,463,146,23,45,28,48,412,140,1283,224,25,46,287,109,971,201,6178,377,2209,253,2412,294,1557,258,33,49,3066,304,341,114,33,47,49,50,259,103,312,101,146,72,93,64,73,55,432,135,246,113,121,64,65,66,757,161,712,158,45,50,0,43,1176,196,1149,194,27,48,0,43,48,71
11,Lake Union,7184,387,5717,399,177,77,0,42,0,42,177,77,124,65,14,46,0,42,110,60,237,100,0,42,53,57,184,87,841,202,47,57,123,75,671,184,4338,338,1774,247,1578,226,986,185,0,42,1467,192,168,76,24,46,19,42,125,68,159,80,48,52,32,44,79,67,124,86,105,84,13,45,6,41,229,88,197,82,32,48,0,42,787,148,718,138,56,66,13,44,0,42
12,Magnolia/Queen Anne,14092,515,11037,516,366,148,0,51,0,51,366,148,428,133,0,51,0,51,428,133,642,181,23,54,51,60,568,174,1518,277,95,70,292,108,1131,256,8023,467,3429,350,2799,310,1795,291,60,75,3055,319,159,80,13,52,0,51,146,79,378,137,41,59,121,80,216,113,327,107,121,68,129,76,77,73,611,170,456,151,111,80,44,70,1527,236,1410,231,100,72,17,55,53,63
13,Downtown,2175,304,1552,277,33,40,0,29,0,29,33,40,20,34,0,29,7,29,13,34,80,63,0,29,0,29,80,63,226,145,11,32,29,44,186,141,1172,244,374,134,443,153,355,144,21,34,623,197,42,45,0,29,0,29,42,45,69,74,8,29,0,29,61,74,70,78,55,76,0,29,15,36,163,119,82,83,63,80,18,39,279,114,266,112,13,34,0,29,0,29
