area_id,area_name,b09018001,b09018001_moe,b09018002,b09018002_moe,b09018003,b09018003_moe,b09018004,b09018004_moe,b09018005,b09018005_moe,b09018006,b09018006_moe,b09018007,b09018007_moe,b09018008,b09018008_moe
1,Southwest,9048,515,8524,494,8206,502,231,107,87,68,178,107,145,111,201,121
2,Delridge Neighborhoods,6985,611,6486,615,6205,597,170,117,111,77,299,138,125,74,75,70
3,Greater Duwamish,10767,1054,9510,1041,9300,1041,148,89,62,77,771,215,328,204,158,113
4,Southeast,10072,820,8478,737,7932,738,482,164,64,72,815,310,610,250,169,128
5,Central,4507,458,4231,460,3838,397,339,191,54,62,93,95,103,107,80,109
6,East,3880,414,3606,413,3444,416,148,72,14,50,232,227,0,47,42,60
7,Northeast,11330,464,10992,457,10388,459,512,173,92,88,170,111,63,73,105,80
8,North,6155,476,5683,478,5323,477,248,114,112,70,175,94,145,104,152,101
9,Northwest,10499,684,9893,661,9447,630,312,130,134,110,377,170,87,77,142,117
10,Ballard,7156,465,6968,468,6537,455,227,104,204,155,142,86,7,43,39,72
11,Lake Union,3814,330,3687,330,3522,329,85,74,80,71,32,54,0,42,95,104
12,Magnolia/Queen Anne,8134,565,8027,566,7589,513,233,118,205,216,37,65,11,51,59,72
13,Downtown,1003,413,987,413,949,412,31,51,7,29,16,33,0,29,0,29
