area_id,area_name,b08301001,b08301001_moe,b08301002,b08301002_moe,b08301003,b08301003_moe,b08301004,b08301004_moe,b08301005,b08301005_moe,b08301006,b08301006_moe,b08301007,b08301007_moe,b08301008,b08301008_moe,b08301009,b08301009_moe,b08301010,b08301010_moe,b08301011,b08301011_moe,b08301012,b08301012_moe,b08301013,b08301013_moe,b08301014,b08301014_moe,b08301015,b08301015_moe,b08301016,b08301016_moe,b08301017,b08301017_moe,b08301018,b08301018_moe,b08301019,b08301019_moe,b08301020,b08301020_moe,b08301021,b08301021_moe
1,Southwest,27930,842,20747,855,17803,854,2944,466,2204,435,483,185,41,55,107,84,109,71,3879,430,3675,430,0,48,0,48,13,49,191,96,0,48,144,85,368,153,481,155,187,93,2124,309
2,Delridge Neighborhoods,18280,717,13678,650,11240,623,2438,409,1853,369,398,190,50,53,70,63,67,79,2985,456,2941,453,10,40,24,44,0,38,10,39,0,38,53,52,282,117,385,171,104,72,793,184
3,Greater Duwamish,23165,1099,16339,932,12987,866,3352,528,2465,438,643,269,114,92,99,77,31,48,4634,561,4173,538,36,54,322,142,103,97,0,45,26,51,121,70,552,171,721,191,201,120,571,159
4,Southeast,22046,939,15915,812,13286,786,2629,420,2086,370,359,195,81,61,93,82,10,46,3748,481,3112,455,37,58,398,157,172,93,29,54,28,62,81,61,401,136,484,164,240,138,1149,258
5,Central,17277,741,9172,633,7810,586,1362,337,1038,258,214,195,78,66,24,44,8,36,3450,450,3430,449,0,34,20,42,0,34,0,34,0,34,168,92,1129,273,2128,362,76,57,1154,251
6,East,32499,978,12320,807,10940,754,1380,315,1103,294,133,81,41,51,48,59,55,73,7350,675,7234,676,0,47,9,47,0,47,107,88,64,66,126,79,1130,268,9588,795,121,86,1800,344
7,Northeast,42414,1259,24090,962,20791,923,3299,440,2675,409,290,131,111,81,126,93,97,81,8136,690,8063,687,20,66,33,62,0,59,20,61,0,59,314,151,2302,373,4218,506,248,119,3106,416
8,North,22378,886,15446,806,12842,762,2604,382,2071,343,313,166,81,75,59,70,80,62,4282,490,4259,489,0,43,23,48,0,43,0,43,0,43,119,74,675,187,666,175,203,135,987,209
9,Northwest,40650,1078,27723,945,23603,919,4120,536,3511,497,439,185,120,82,24,56,26,60,6776,591,6741,589,0,54,9,54,0,54,26,58,40,70,194,103,1525,279,1295,260,215,105,2882,406
10,Ballard,27338,892,18368,816,15697,794,2671,454,2252,434,274,126,45,53,74,58,26,59,4618,502,4585,504,0,43,17,48,0,43,16,48,0,43,174,82,1069,226,937,233,208,94,1964,370
11,Lake Union,29994,1185,15661,869,13374,816,2287,420,1844,361,250,166,61,59,0,42,132,110,6333,644,6266,641,16,54,51,53,0,42,0,42,32,55,251,133,1520,305,4070,485,282,147,1845,296
12,Magnolia/Queen Anne,36929,1190,22320,984,19195,943,3125,508,2445,418,481,248,73,74,36,52,90,111,6633,627,6537,625,34,59,24,53,13,53,25,56,18,57,182,85,869,222,3683,534,230,122,2994,362
13,Downtown,9773,593,3350,411,2868,377,482,259,433,254,0,29,24,48,0,29,25,36,2120,331,2014,327,12,33,51,51,7,29,36,50,13,35,0,29,148,98,3207,426,39,51,896,234
