area_id,area_name,c27010001,c27010001_moe,c27010002,c27010002_moe,c27010003,c27010003_moe,c27010004,c27010004_moe,c27010005,c27010005_moe,c27010006,c27010006_moe,c27010007,c27010007_moe,c27010008,c27010008_moe,c27010009,c27010009_moe,c27010010,c27010010_moe,c27010011,c27010011_moe,c27010012,c27010012_moe,c27010013,c27010013_moe,c27010014,c27010014_moe,c27010015,c27010015_moe,c27010016,c27010016_moe,c27010017,c27010017_moe,c27010018,c27010018_moe,c27010019,c27010019_moe,c27010020,c27010020_moe,c27010021,c27010021_moe
1,Southwest,48549,1060,9048,515,8073,501,462,174,118,81,395,204,9522,693,7389,655,230,133,103,72,1800,381,23561,712,20477,700,889,252,650,173,1545,316,6418,366,305,132,1403,265,4708,355,2,47
2,Delridge Neighborhoods,34224,1046,6985,611,3842,469,2286,518,386,152,471,180,9498,753,6510,609,600,197,68,62,2320,432,14588,625,10075,534,1823,349,477,152,2213,383,3153,278,87,69,1369,249,1657,214,40,56
3,Greater Duwamish,46942,1787,10778,1054,4347,661,5056,1007,486,183,889,359,11962,861,6836,633,1055,265,184,95,3887,613,18716,923,11839,771,2462,382,798,262,3617,599,5486,372,329,126,3017,360,2090,287,50,63
4,Southeast,45465,1460,10074,820,5238,621,3688,691,422,214,726,332,9136,774,5152,634,1328,364,151,85,2505,557,20946,770,14979,742,1994,346,548,168,3425,568,5309,390,159,77,2348,330,2772,310,30,58
5,Central,29258,999,4507,458,3180,358,970,358,141,141,216,169,8875,737,6652,624,359,159,193,104,1671,391,12567,594,9885,512,1014,270,342,147,1326,308,3309,275,47,49,1264,233,1981,245,17,42
6,East,49404,1211,3894,415,2716,320,950,314,166,140,62,60,22625,1147,17826,1029,638,200,209,105,3952,563,17695,831,13282,725,1730,337,521,173,2162,441,5190,384,140,83,1743,258,3226,352,81,107
7,Northeast,79116,1823,11443,474,10490,451,715,213,98,73,140,119,34202,1730,29874,1657,595,313,224,107,3509,530,26061,722,23058,688,906,223,417,136,1680,327,7410,366,392,138,1601,267,5377,378,40,65
8,North,39862,1083,6164,475,4251,375,1461,355,135,112,317,177,12018,810,8474,638,572,229,212,120,2760,504,16752,646,12751,572,1285,261,512,187,2204,358,4928,323,107,62,1621,264,3104,312,96,97
9,Northwest,69266,1459,10501,684,7767,530,1823,534,338,144,573,222,21576,1092,16293,999,729,215,350,220,4204,622,29213,988,23372,843,1845,431,821,191,3175,450,7976,455,352,151,2077,299,5477,403,70,68
10,Ballard,44326,1011,7183,469,5976,400,560,199,236,151,411,224,12742,875,10201,743,187,95,297,322,2057,401,19927,677,17447,649,640,183,295,124,1545,345,4474,277,189,84,1162,211,3066,290,57,67
11,Lake Union,44115,1324,3837,332,3140,324,474,243,169,112,54,76,21209,1249,17186,1003,380,142,220,130,3423,746,16074,718,12644,654,1270,268,339,133,1821,327,2995,288,173,101,955,201,1827,251,40,56
12,Magnolia/Queen Anne,59068,1388,8139,565,7296,486,440,223,207,176,196,147,20180,1222,17133,1074,308,156,142,105,2597,460,24230,880,21337,820,988,258,594,242,1311,298,6519,374,360,193,1519,250,4636,380,4,49
13,Downtown,17106,915,1028,414,355,110,578,390,43,57,52,55,5397,572,3937,511,393,210,90,75,977,260,8145,563,4493,453,2207,361,339,150,1106,254,2536,315,73,66,1514,275,940,211,9,30
