area_id,area_name,b25100001,b25100001_moe,b25100002,b25100002_moe,b25100003,b25100003_moe,b25100004,b25100004_moe,b25100005,b25100005_moe,b25100006,b25100006_moe,b25100007,b25100007_moe,b25100008,b25100008_moe,b25100009,b25100009_moe,b25100010,b25100010_moe,b25100011,b25100011_moe,b25100012,b25100012_moe,b25100013,b25100013_moe
1,Southwest,14808,462,11140,462,1037,229,2278,309,2750,330,5015,393,60,55,3668,315,184,107,315,99,283,107,2846,279,40,63
2,Delridge Neighborhoods,7724,382,6291,376,882,182,1583,239,1403,257,2423,294,0,38,1433,204,99,61,162,78,129,68,996,169,47,82
3,Greater Duwamish,8359,418,5975,414,613,153,1436,277,1126,211,2751,313,49,63,2384,262,103,63,303,112,274,97,1704,227,0,45
4,Southeast,10861,427,8541,431,685,185,1867,278,1902,302,4053,407,34,55,2320,264,123,66,302,105,392,114,1464,230,39,59
5,Central,6894,359,5511,372,544,155,1018,193,1179,217,2740,298,30,44,1383,205,172,100,58,46,45,44,1076,184,32,46
6,East,8008,453,6038,424,602,161,1402,262,1063,215,2955,336,16,49,1970,265,171,95,206,86,105,67,1458,230,30,55
7,Northeast,16806,426,12154,459,1309,221,2392,270,2740,292,5680,408,33,64,4652,310,442,130,452,120,415,117,3318,280,25,62
8,North,9074,354,6631,384,680,162,1473,211,1495,225,2969,331,14,45,2443,259,155,73,178,75,246,86,1849,241,15,44
9,Northwest,17569,559,13484,559,993,185,3510,380,3198,338,5783,428,0,54,4085,342,284,101,370,121,434,119,2974,300,23,56
10,Ballard,11602,423,8536,417,437,117,1631,248,2035,270,4400,385,33,49,3066,304,193,85,189,87,275,100,2361,267,48,71
11,Lake Union,7184,387,5717,399,504,155,1338,236,1211,215,2664,292,0,42,1467,192,122,70,114,67,258,89,973,176,0,42
12,Magnolia/Queen Anne,14092,515,11037,516,1172,219,1892,267,2004,306,5909,470,60,75,3055,319,228,100,303,113,191,85,2280,284,53,63
13,Downtown,2175,304,1552,277,204,93,380,151,382,159,565,198,21,34,623,197,86,74,149,92,39,40,349,144,0,29
