area_id,area_name,b08013001,b08013001_moe,b08013002,b08013002_moe,b08013003,b08013003_moe
1,Southwest,718340,32379,342280,19976,376055,24507
2,Delridge Neighborhoods,480180,29404,246470,21047,233710,20636
3,Greater Duwamish,587405,38204,325335,27597,262070,21660
4,Southeast,602820,35415,309640,27494,293185,19933
5,Central,369470,21902,193705,16623,175770,14010
6,East,707075,31038,386270,24780,320815,23205
7,Northeast,931145,37760,480620,27154,450530,26111
8,North,576220,37231,308430,23895,267780,26240
9,Northwest,982975,38044,525550,27712,457435,25439
10,Ballard,669495,31635,343130,22041,326355,21972
11,Lake Union,645775,33358,343860,22796,301910,24511
12,Magnolia/Queen Anne,789945,35163,410300,26808,379655,24476
13,Downtown,185915,16139,113495,13087,72420,10053
