area_id,area_name,b992522001,b992522001_moe,b992522002,b992522002_moe,b992522003,b992522003_moe,b992522004,b992522004_moe,b992522005,b992522005_moe,b992522006,b992522006_moe,b992522007,b992522007_moe
1,Southwest,14808,-1,11140,-1,3830,-1,7310,-1,3668,-1,947,-1,2721,-1
2,Delridge Neighborhoods,7724,-1,6291,-1,2094,-1,4197,-1,1433,-1,655,-1,778,-1
3,Greater Duwamish,8359,-1,5975,-1,2132,-1,3843,-1,2384,-1,781,-1,1603,-1
4,Southeast,10861,-1,8541,-1,3320,-1,5221,-1,2320,-1,669,-1,1651,-1
5,Central,6894,-1,5511,-1,1953,-1,3558,-1,1383,-1,470,-1,913,-1
6,East,8008,-1,6038,-1,2189,-1,3849,-1,1970,-1,652,-1,1318,-1
7,Northeast,16806,-1,12154,-1,4373,-1,7781,-1,4652,-1,1447,-1,3205,-1
8,North,9074,-1,6631,-1,2055,-1,4576,-1,2443,-1,537,-1,1906,-1
9,Northwest,17569,-1,13484,-1,4833,-1,8651,-1,4085,-1,1372,-1,2713,-1
10,Ballard,11602,-1,8536,-1,2691,-1,5845,-1,3066,-1,955,-1,2111,-1
11,Lake Union,7184,-1,5717,-1,1835,-1,3882,-1,1467,-1,497,-1,970,-1
12,Magnolia/Queen Anne,14092,-1,11037,-1,3656,-1,7381,-1,3055,-1,869,-1,2186,-1
13,Downtown,2175,-1,1552,-1,645,-1,907,-1,623,-1,269,-1,354,-1
