area_id,area_name,b08141001,b08141001_moe,b08141002,b08141002_moe,b08141003,b08141003_moe,b08141004,b08141004_moe,b08141005,b08141005_moe,b08141006,b08141006_moe,b08141007,b08141007_moe,b08141008,b08141008_moe,b08141009,b08141009_moe,b08141010,b08141010_moe,b08141011,b08141011_moe,b08141012,b08141012_moe,b08141013,b08141013_moe,b08141014,b08141014_moe,b08141015,b08141015_moe,b08141016,b08141016_moe,b08141017,b08141017_moe,b08141018,b08141018_moe,b08141019,b08141019_moe,b08141020,b08141020_moe,b08141021,b08141021_moe,b08141022,b08141022_moe,b08141023,b08141023_moe,b08141024,b08141024_moe,b08141025,b08141025_moe,b08141026,b08141026_moe,b08141027,b08141027_moe,b08141028,b08141028_moe,b08141029,b08141029_moe,b08141030,b08141030_moe,b08141031,b08141031_moe,b08141032,b08141032_moe,b08141033,b08141033_moe,b08141034,b08141034_moe,b08141035,b08141035_moe
1,Southwest,27930,842,766,220,7019,594,14529,881,5616,664,17803,854,284,143,4146,436,9387,746,3986,543,2944,466,40,57,746,230,1573,372,585,197,3879,430,339,142,1201,231,1763,299,576,181,481,155,60,61,128,97,265,116,28,56,699,182,30,53,201,87,365,148,103,73,2124,309,13,50,597,174,1176,231,338,114
2,Delridge Neighborhoods,18275,716,766,234,5907,587,7344,661,4258,625,11239,623,178,112,3362,395,4830,540,2869,466,2437,409,13,42,802,253,969,261,653,205,2985,456,455,192,1290,320,822,205,418,161,385,171,66,67,90,96,144,89,85,111,439,141,20,42,91,64,243,111,85,65,790,183,34,51,272,104,336,130,148,79
3,Greater Duwamish,23022,1097,857,250,6570,718,8217,893,7378,952,12986,866,211,101,3481,467,4560,599,4734,695,3345,528,175,160,822,254,1141,335,1207,311,4605,560,302,128,1652,339,1563,390,1088,287,696,189,89,86,270,113,273,135,64,57,900,236,54,62,232,123,436,216,178,95,490,143,26,51,113,89,244,109,107,61
4,Southeast,22014,937,929,265,6188,645,9345,843,5552,710,13277,786,110,71,3310,415,6116,681,3741,515,2620,420,166,123,660,215,901,260,893,261,3743,480,538,212,1452,320,1190,283,563,183,484,164,51,56,199,134,176,93,58,62,750,205,32,52,345,156,293,120,80,83,1140,257,32,56,222,116,669,198,217,111
5,Central,17241,742,1619,359,6836,633,6225,704,2561,521,7795,586,104,76,2646,367,3406,393,1639,391,1350,336,88,85,740,257,439,184,83,64,3442,448,688,233,1610,341,955,249,189,102,2128,362,560,189,728,248,589,183,251,129,1373,290,121,68,631,216,431,171,190,106,1153,251,58,73,481,174,405,138,209,126
6,East,31898,954,7911,733,15516,942,6883,808,1588,345,10865,754,300,114,6016,594,3493,495,1056,255,1324,311,75,67,757,247,421,167,71,61,7200,671,3128,482,3126,444,773,233,173,98,9356,790,3684,529,4126,506,1430,417,116,96,1430,303,383,153,688,217,293,132,66,59,1723,332,341,193,803,218,473,139,106,71
7,Northeast,39677,1166,3086,472,11288,769,15900,887,9403,1118,20240,907,420,185,4797,453,9671,680,5352,703,3151,440,57,68,1083,292,1296,271,715,211,7740,670,1312,287,2980,437,1921,303,1527,357,3238,432,985,235,955,206,776,232,522,207,2779,402,221,125,805,205,961,223,792,281,2529,341,91,73,668,165,1275,258,495,176
8,North,22317,884,968,254,8297,734,8989,739,4063,548,12831,762,178,112,4186,455,5774,625,2693,399,2604,382,43,56,963,276,1079,234,519,162,4266,490,513,198,2087,393,1176,214,490,150,652,172,126,87,314,128,132,81,80,57,997,239,101,93,496,176,318,134,82,56,967,206,7,43,251,110,510,155,199,93
9,Northwest,40559,1074,1544,349,13281,843,18526,1063,7208,826,23594,919,181,107,6842,568,12048,861,4523,561,4101,538,112,87,1417,304,1951,407,621,167,6715,579,796,238,2928,387,2073,329,918,250,1295,260,207,95,429,161,382,145,277,140,1974,315,179,125,776,204,610,163,409,171,2880,406,69,72,889,211,1462,307,460,162
10,Ballard,27246,896,1047,258,9491,726,11797,897,4911,828,15667,795,157,82,4370,465,7824,728,3316,567,2648,454,63,68,1089,328,1102,255,394,174,4607,502,575,175,2192,328,1145,238,695,302,921,229,72,64,517,191,233,108,99,70,1451,260,168,135,567,163,586,153,130,91,1952,369,12,44,756,223,907,261,277,149
11,Lake Union,29868,1182,3754,467,12956,827,9584,995,3574,684,13348,816,350,156,5874,545,5080,539,2044,466,2287,420,170,133,1018,327,856,226,243,108,6300,643,1769,337,2579,427,1506,398,446,198,4020,481,1139,244,1811,330,731,274,339,168,2085,357,203,108,865,236,751,216,266,133,1828,295,123,77,809,215,660,167,236,116
12,Magnolia/Queen Anne,35744,1133,2380,387,13922,798,14649,1004,4793,871,18938,931,289,128,6826,559,8673,683,3150,644,2985,500,79,72,982,242,1422,362,502,227,6508,614,1054,272,3246,433,1915,408,293,121,3339,511,668,189,1346,312,893,252,432,306,1265,255,99,102,626,193,443,150,97,67,2709,353,191,97,896,186,1303,278,319,122
13,Downtown,9610,597,2961,414,4974,536,1617,389,58,65,2866,377,147,87,1997,296,674,217,48,64,464,256,82,72,154,76,228,233,0,29,2055,330,1169,258,732,212,144,98,10,31,3166,426,1295,266,1548,342,323,160,0,29,200,114,72,69,128,91,0,29,0,29,859,228,196,113,415,158,248,134,0,29
