area_id,area_name,b23003001,b23003001_moe,b23003002,b23003002_moe,b23003003,b23003003_moe,b23003004,b23003004_moe,b23003005,b23003005_moe,b23003006,b23003006_moe,b23003007,b23003007_moe,b23003008,b23003008_moe,b23003009,b23003009_moe,b23003010,b23003010_moe,b23003011,b23003011_moe,b23003012,b23003012_moe,b23003013,b23003013_moe,b23003014,b23003014_moe,b23003015,b23003015_moe,b23003016,b23003016_moe,b23003017,b23003017_moe,b23003018,b23003018_moe,b23003019,b23003019_moe,b23003020,b23003020_moe,b23003021,b23003021_moe,b23003022,b23003022_moe,b23003023,b23003023_moe,b23003024,b23003024_moe,b23003025,b23003025_moe,b23003026,b23003026_moe,b23003027,b23003027_moe,b23003028,b23003028_moe,b23003029,b23003029_moe,b23003030,b23003030_moe
1,Southwest,17133,570,5140,297,1916,295,1547,272,52,86,1495,264,1486,264,9,51,369,135,711,177,409,117,0,48,409,117,409,117,0,48,302,135,2513,282,2165,273,0,48,2165,273,2115,270,50,60,348,117,11993,577,10059,534,0,48,10059,534,9552,526,507,174,1934,332
2,Delridge Neighborhoods,11809,521,3780,340,1308,258,991,232,0,38,991,232,878,220,113,83,317,116,792,169,566,165,0,38,566,165,498,147,68,83,226,122,1680,260,1399,252,0,38,1399,252,1383,251,16,41,281,105,8029,559,6395,490,0,38,6395,490,5923,472,472,178,1634,285
3,Greater Duwamish,13680,618,4777,334,1422,270,889,205,0,45,889,205,840,200,49,59,533,182,1228,240,1035,250,0,45,1035,250,934,243,101,77,193,104,2127,298,1797,280,0,45,1797,280,1686,269,111,88,330,120,8903,592,7021,542,0,45,7021,542,6550,516,471,151,1882,298
4,Southeast,15204,622,4631,379,1432,271,1070,241,0,45,1070,241,962,217,108,113,362,138,991,235,661,208,11,47,650,207,572,190,78,94,330,130,2208,324,1826,301,0,45,1826,301,1779,302,47,59,382,130,10573,637,8357,582,0,45,8357,582,7569,519,788,239,2216,356
5,Central,10585,542,2403,241,1043,213,759,192,0,34,759,192,722,190,37,44,284,108,379,140,312,138,0,34,312,138,296,135,16,39,67,61,981,173,780,160,0,34,780,160,714,150,66,67,201,84,8182,530,6835,483,0,34,6835,483,6409,458,426,165,1347,300
6,East,17695,744,2158,274,966,246,637,190,0,47,637,190,609,184,28,65,329,175,255,94,142,76,0,47,142,76,131,74,11,48,113,66,937,163,681,149,0,47,681,149,645,147,36,50,256,93,15537,721,13156,699,0,47,13156,699,12585,695,571,227,2381,333
7,Northeast,24592,943,6246,288,2038,247,1455,215,0,59,1455,215,1424,213,31,62,583,140,990,162,713,149,0,59,713,149,662,145,51,70,277,103,3218,270,2443,246,0,59,2443,246,2420,246,23,60,775,167,18346,963,14672,870,0,59,14672,870,13756,765,916,279,3674,443
8,North,13505,545,3731,350,1511,258,972,209,0,43,972,209,944,206,28,57,539,165,457,116,298,100,0,43,298,100,286,100,12,44,159,70,1763,264,1374,237,0,43,1374,237,1270,228,104,71,389,140,9774,508,8216,483,0,43,8216,483,7818,481,398,144,1558,283
9,Northwest,25378,778,6353,386,2462,307,1783,264,0,54,1783,264,1636,244,147,130,679,183,889,194,627,166,0,54,627,166,568,166,59,68,262,116,3002,322,2486,312,0,54,2486,312,2351,301,135,102,516,140,19025,793,16086,742,30,58,16056,743,15048,705,1008,278,2939,374
10,Ballard,16167,563,4130,292,1667,255,1273,227,0,43,1273,227,1192,222,81,72,394,138,583,138,339,125,0,43,339,125,339,125,0,43,244,94,1880,237,1522,220,0,43,1522,220,1383,210,139,103,358,112,12037,616,10649,621,0,43,10649,621,10127,613,522,176,1388,251
11,Lake Union,17007,835,2257,209,1196,202,918,191,0,42,918,191,903,190,15,45,278,123,321,110,272,108,0,42,272,108,245,108,27,52,49,52,740,153,621,145,0,42,621,145,605,144,16,42,119,70,14750,835,12746,799,13,45,12733,799,12185,789,548,178,2004,331
12,Magnolia/Queen Anne,21301,924,4796,349,1878,286,1257,239,0,51,1257,239,1181,236,76,62,621,179,738,185,507,170,0,51,507,170,493,168,14,53,231,101,2180,268,1711,254,0,51,1711,254,1631,249,80,66,469,141,16505,944,14380,883,0,51,14380,883,13740,884,640,170,2125,347
13,Downtown,5067,427,518,127,310,91,259,78,0,29,259,78,259,78,0,29,51,51,77,60,57,53,0,29,57,53,57,53,0,29,20,37,131,71,125,70,0,29,125,70,80,53,45,53,6,29,4549,416,3800,416,0,29,3800,416,3538,403,262,121,749,153
