area_id,area_name,b19202b001,b19202b001_moe
1,Southwest,133977,104036
2,Delridge Neighborhoods,241784,202432
3,Greater Duwamish,339359,220537
4,Southeast,239347,92498
5,Central,303434,138747
6,East,305932,267831
7,Northeast,167452,223348
8,North,244040,138685
9,Northwest,154939,76977
10,Ballard,10221,2324
11,Lake Union,167351,64729
12,Magnolia/Queen Anne,197648,167834
13,Downtown,81155,114544
