area_id,area_name,b25033001,b25033001_moe,b25033002,b25033002_moe,b25033003,b25033003_moe,b25033004,b25033004_moe,b25033005,b25033005_moe,b25033006,b25033006_moe,b25033007,b25033007_moe,b25033008,b25033008_moe,b25033009,b25033009_moe,b25033010,b25033010_moe,b25033011,b25033011_moe,b25033012,b25033012_moe,b25033013,b25033013_moe
1,Southwest,48553,1055,34202,1208,32140,1190,224,130,1817,300,21,49,0,48,14351,1050,5851,859,2335,467,6142,694,23,56,0,48
2,Delridge Neighborhoods,34236,1048,18553,1029,17555,995,318,209,597,216,83,76,0,38,15683,1143,7047,1025,1932,560,6392,789,312,444,0,38
3,Greater Duwamish,46112,1746,25258,1572,24505,1585,205,164,383,129,165,164,0,45,20854,1857,11486,1729,4001,972,5367,867,0,45,0,45
4,Southeast,45210,1447,28900,1374,28540,1389,156,145,145,108,59,75,0,45,16310,1582,6705,1225,2208,743,7236,1112,121,110,40,61
5,Central,28838,986,15532,947,13814,913,643,283,937,229,138,154,0,34,13306,1055,4087,766,2437,591,6782,762,0,34,0,34
6,East,47343,1108,14948,888,9034,708,306,174,5582,580,26,53,0,47,32395,1148,3309,838,3257,647,25810,1058,19,56,0,47
7,Northeast,69809,1650,41602,1189,39363,1184,321,192,1666,250,131,103,121,96,28207,1720,10685,1631,3844,881,13405,905,263,264,10,60
8,North,39656,1083,20757,907,18975,915,123,90,1485,328,174,162,0,43,18899,1183,5297,787,1892,566,11581,937,129,212,0,43
9,Northwest,68886,1456,40245,1451,36390,1321,675,259,2877,723,303,279,0,54,28641,1522,9805,1123,3821,830,14966,1110,35,68,14,56
10,Ballard,44165,1013,26044,1013,24321,986,404,181,1307,292,12,45,0,43,18121,1232,6538,1017,3505,638,8078,835,0,43,0,43
11,Lake Union,43410,1313,15268,842,12093,758,582,236,2545,437,34,67,14,45,28142,1366,5925,1023,3258,606,18854,1059,45,66,60,74
12,Magnolia/Queen Anne,57055,1334,30442,1131,24251,1030,575,224,5566,556,12,52,38,65,26613,1434,5462,1030,4846,953,16243,982,62,86,0,51
13,Downtown,16017,831,3103,461,190,160,0,29,2913,438,0,29,0,29,12914,808,1040,504,213,157,11569,719,92,134,0,29
