area_id,area_name,b25118001,b25118001_moe,b25118002,b25118002_moe,b25118003,b25118003_moe,b25118004,b25118004_moe,b25118005,b25118005_moe,b25118006,b25118006_moe,b25118007,b25118007_moe,b25118008,b25118008_moe,b25118009,b25118009_moe,b25118010,b25118010_moe,b25118011,b25118011_moe,b25118012,b25118012_moe,b25118013,b25118013_moe,b25118014,b25118014_moe,b25118015,b25118015_moe,b25118016,b25118016_moe,b25118017,b25118017_moe,b25118018,b25118018_moe,b25118019,b25118019_moe,b25118020,b25118020_moe,b25118021,b25118021_moe,b25118022,b25118022_moe,b25118023,b25118023_moe,b25118024,b25118024_moe,b25118025,b25118025_moe
1,Southwest,23226,383,14808,462,174,84,81,71,248,110,326,120,306,125,808,189,1056,199,1921,261,2115,287,3491,360,4282,374,8418,488,290,155,282,144,559,183,378,147,291,140,1060,224,1545,276,1758,329,977,209,839,194,439,171
2,Delridge Neighborhoods,14850,356,7724,382,64,83,71,54,88,60,134,69,183,79,455,136,762,192,1702,248,1239,219,1754,256,1272,211,7126,444,382,137,583,176,601,181,571,193,635,194,858,206,903,230,1270,258,828,227,303,118,192,118
3,Greater Duwamish,16086,331,8359,418,98,70,112,68,277,99,260,98,259,97,469,124,1047,207,1884,268,1296,220,1699,257,958,217,7727,450,394,155,772,195,629,185,478,150,658,235,1057,247,1554,301,1160,246,382,132,504,178,139,98
4,Southeast,17612,387,10861,427,144,88,97,69,222,95,200,85,322,125,533,151,1024,220,2084,299,1896,298,2163,276,2176,287,6751,473,446,177,864,222,522,199,487,174,509,196,1158,273,718,220,1074,286,568,176,317,134,88,71
5,Central,13921,329,6894,359,90,63,138,88,108,63,184,127,91,59,436,137,499,147,926,205,925,208,1329,216,2168,249,7027,395,302,132,557,127,526,165,544,203,443,165,834,248,1022,213,1176,227,746,210,533,171,344,122
6,East,29701,474,8008,453,106,78,186,102,70,60,29,49,197,101,425,146,623,179,1190,227,1043,232,1641,264,2498,294,21693,578,1090,244,1400,266,1499,279,1556,338,1588,328,2470,382,3322,393,3394,414,2140,358,2283,412,951,257
7,Northeast,30311,401,16806,426,160,83,87,72,212,101,314,102,244,93,556,145,980,165,2058,253,2119,286,3607,331,6469,376,13505,502,1599,285,938,233,846,219,652,200,779,211,1633,283,1918,289,2653,359,961,197,956,217,570,159
8,North,19461,351,9074,354,160,84,99,70,205,86,297,114,245,95,459,160,875,176,1508,235,1327,212,2164,257,1735,225,10387,449,916,242,618,185,707,205,550,191,986,226,1360,287,1770,325,1839,296,865,200,560,166,216,91
9,Northwest,33168,437,17569,559,291,129,183,110,257,105,291,105,261,107,1006,187,1663,273,2606,305,2603,305,4306,409,4102,351,15599,594,706,210,1014,274,1202,249,828,213,959,236,1825,324,2318,358,3128,380,1492,295,1466,288,661,189
10,Ballard,21236,330,11602,423,213,116,95,65,209,96,197,93,124,67,475,122,895,192,2040,267,1908,287,2948,300,2498,265,9634,493,311,149,288,119,282,111,409,131,464,149,1168,284,1518,292,2003,316,1177,262,1513,326,501,196
11,Lake Union,24520,524,7184,387,6,41,136,83,80,56,123,63,93,65,190,79,361,126,1070,217,1076,194,1731,245,2318,276,17336,590,1001,275,1099,247,966,219,787,214,651,181,1686,319,2945,401,3350,430,1913,368,1971,303,967,218
12,Magnolia/Queen Anne,29974,461,14092,515,188,117,78,63,174,97,198,83,175,89,631,169,969,208,2129,321,1725,279,2794,324,5031,386,15882,596,525,158,499,156,620,208,428,183,837,199,1601,270,2671,362,3472,418,2317,386,1854,309,1058,252
13,Downtown,11410,381,2175,304,35,41,24,39,14,36,23,34,8,29,81,78,150,95,389,186,319,132,374,133,758,187,9235,420,813,225,1230,217,1011,236,668,200,377,120,732,195,946,229,885,225,972,218,869,189,732,219
