area_id,area_name,b23006001,b23006001_moe,b23006002,b23006002_moe,b23006003,b23006003_moe,b23006004,b23006004_moe,b23006005,b23006005_moe,b23006006,b23006006_moe,b23006007,b23006007_moe,b23006008,b23006008_moe,b23006009,b23006009_moe,b23006010,b23006010_moe,b23006011,b23006011_moe,b23006012,b23006012_moe,b23006013,b23006013_moe,b23006014,b23006014_moe,b23006015,b23006015_moe,b23006016,b23006016_moe,b23006017,b23006017_moe,b23006018,b23006018_moe,b23006019,b23006019_moe,b23006020,b23006020_moe,b23006021,b23006021_moe,b23006022,b23006022_moe,b23006023,b23006023_moe,b23006024,b23006024_moe,b23006025,b23006025_moe,b23006026,b23006026_moe,b23006027,b23006027_moe,b23006028,b23006028_moe,b23006029,b23006029_moe
1,Southwest,31554,789,739,277,404,223,0,48,404,223,404,223,0,48,335,159,3346,436,2533,388,0,48,2533,388,2371,380,162,92,813,209,8797,635,7495,585,69,89,7426,583,6925,563,501,154,1302,262,18672,808,16513,774,41,65,16472,772,15905,766,567,172,2159,308
2,Delridge Neighborhoods,21583,722,2321,448,1445,341,0,38,1445,341,1203,304,242,140,876,253,3690,509,2779,451,21,49,2758,449,2503,390,255,143,911,233,7128,544,6123,526,0,38,6123,526,5699,511,424,145,1005,216,8444,595,7643,571,29,41,7614,572,7234,546,380,153,801,178
3,Greater Duwamish,26771,1078,5859,720,4319,618,0,45,4319,618,3973,609,346,138,1540,310,5411,594,4317,537,0,45,4317,537,3872,516,445,184,1094,283,6670,593,5556,556,32,52,5524,552,5084,537,440,162,1114,237,8831,738,7743,679,14,49,7729,677,7353,654,376,140,1088,228
4,Southeast,26644,908,3516,496,2413,406,0,45,2413,406,2091,381,322,170,1103,284,4332,527,3202,461,11,47,3191,461,2799,421,392,174,1130,246,7468,660,6153,599,5,44,6148,599,5480,535,668,243,1315,302,11328,674,10073,629,19,52,10054,627,9524,616,530,158,1255,247
5,Central,18944,724,789,238,545,200,0,34,545,200,438,191,107,72,244,120,1594,354,995,255,0,34,995,255,933,250,62,65,599,254,4430,490,3586,442,0,34,3586,442,3383,428,203,116,844,230,12131,657,10717,638,31,42,10686,638,10334,619,352,129,1414,235
6,East,34507,1018,1565,312,791,265,0,47,791,265,629,208,162,135,774,164,2997,457,1782,378,0,47,1782,378,1675,364,107,83,1215,263,9132,765,7529,745,28,52,7501,745,6972,730,529,230,1603,290,20813,938,18640,900,14,49,18626,901,18065,890,561,152,2173,333
7,Northeast,38200,913,447,183,251,126,0,59,251,126,185,106,66,90,196,105,2221,378,1796,356,0,59,1796,356,1651,341,145,105,425,130,6234,580,5035,542,0,59,5035,542,4744,519,291,134,1199,238,29298,844,25100,792,7,59,25093,792,24276,785,817,190,4198,402
8,North,25110,797,1654,325,938,238,0,43,938,238,813,225,125,79,716,224,3173,525,2543,466,30,63,2513,465,2138,426,375,166,630,225,6604,554,5462,525,10,44,5452,526,5149,527,303,125,1142,221,13679,695,12169,683,17,44,12152,682,11620,668,532,173,1510,236
9,Northwest,45400,1154,1597,361,1075,288,0,54,1075,288,925,272,150,100,522,185,4515,581,3514,506,0,54,3514,506,2775,395,739,301,1001,238,11737,810,9831,749,30,70,9801,750,9110,694,691,235,1906,314,27551,1024,24708,999,41,60,24667,997,23778,972,889,200,2843,347
10,Ballard,30020,738,824,266,661,246,0,43,661,246,609,214,52,81,163,90,2717,502,2191,478,0,43,2191,478,2013,470,178,112,526,149,7413,666,6344,652,17,49,6327,649,5773,608,554,188,1069,213,19066,786,17164,784,0,43,17164,784,16448,764,716,180,1902,276
11,Lake Union,30501,948,671,200,411,167,0,42,411,167,345,145,66,91,260,117,1634,322,1311,286,0,42,1311,286,1222,271,89,88,323,133,6702,597,5655,561,9,42,5646,560,5119,550,527,159,1047,253,21494,906,19589,872,58,81,19531,870,18826,873,705,193,1905,297
12,Magnolia/Queen Anne,37907,941,475,192,264,138,0,51,264,138,224,132,40,61,211,140,2171,382,1604,327,0,51,1604,327,1437,308,167,108,567,193,8502,683,7114,630,160,123,6954,600,6526,581,428,188,1388,268,26759,911,23986,880,15,53,23971,879,22923,873,1048,212,2773,370
13,Downtown,12213,671,1218,256,567,161,0,29,567,161,409,136,158,93,651,192,1483,325,637,184,26,36,611,182,585,182,26,43,846,257,3071,406,2119,347,0,29,2119,347,1843,334,276,121,952,244,6441,566,5809,542,37,67,5772,540,5553,533,219,116,632,192
