area_id,area_name,b99103001,b99103001_moe,b99103002,b99103002_moe,b99103003,b99103003_moe
1,Southwest,319,-1,86,-1,233,-1
2,Delridge Neighborhoods,654,-1,37,-1,617,-1
3,Greater Duwamish,1713,-1,224,-1,1489,-1
4,Southeast,1080,-1,80,-1,1000,-1
5,Central,140,-1,0,-1,140,-1
6,East,143,-1,30,-1,113,-1
7,Northeast,297,-1,3,-1,294,-1
8,North,501,-1,12,-1,489,-1
9,Northwest,622,-1,57,-1,565,-1
10,Ballard,290,-1,0,-1,290,-1
11,Lake Union,33,-1,0,-1,33,-1
12,Magnolia/Queen Anne,251,-1,0,-1,251,-1
13,Downtown,34,-1,13,-1,21,-1
