area_id,area_name,b19013c001,b19013c001_moe
1,Southwest,215535,228879
2,Delridge Neighborhoods,62798,134957
3,Greater Duwamish,103542,55024
4,Southeast,151133,228864
5,Central,53080,82200
6,East,181886,37444
7,Northeast,130042,375524
8,North,178665,62587
9,Northwest,464063,361423
10,Ballard,72768,84234
11,Lake Union,83937,50388
12,Magnolia/Queen Anne,346763,317134
13,Downtown,64708,62825
