area_id,area_name,b19013d001,b19013d001_moe
1,Southwest,686379,348485
2,Delridge Neighborhoods,493798,98027
3,Greater Duwamish,617259,55744
4,Southeast,427250,56188
5,Central,501447,215776
6,East,773325,207033
7,Northeast,1217051,225360
8,North,522916,135934
9,Northwest,1020985,337583
10,Ballard,655032,105883
11,Lake Union,798527,218080
12,Magnolia/Queen Anne,967959,213665
13,Downtown,212849,227333
