area_id,area_name,b10053001,b10053001_moe,b10053002,b10053002_moe,b10053003,b10053003_moe,b10053004,b10053004_moe,b10053005,b10053005_moe,b10053006,b10053006_moe,b10053007,b10053007_moe,b10053008,b10053008_moe,b10053009,b10053009_moe,b10053010,b10053010_moe,b10053011,b10053011_moe
1,Southwest,319,147,292,136,84,76,49,63,35,59,208,104,27,54,14,51,14,51,0,48,13,51
2,Delridge Neighborhoods,654,206,253,122,55,62,38,46,17,43,198,114,401,171,68,71,45,62,23,43,333,161
3,Greater Duwamish,1713,344,250,117,131,89,103,84,28,52,119,88,1463,321,262,153,82,71,180,142,1201,281
4,Southeast,1080,235,457,154,208,111,127,95,81,71,249,123,623,201,185,150,173,149,12,47,438,161
5,Central,140,101,127,95,22,46,16,47,6,33,105,89,13,38,0,34,0,34,0,34,13,38
6,East,143,126,91,88,80,88,23,59,57,80,11,48,52,102,17,52,0,47,17,52,35,99
7,Northeast,297,139,211,115,74,72,40,64,34,67,137,95,86,95,0,59,0,59,0,59,86,95
8,North,501,185,294,140,51,61,27,59,24,45,243,132,207,120,27,48,0,43,27,48,180,117
9,Northwest,622,205,291,128,55,72,27,59,28,61,236,119,331,160,127,104,77,83,50,76,204,154
10,Ballard,290,137,244,122,136,97,47,66,89,81,108,84,46,73,0,43,0,43,0,43,46,73
11,Lake Union,33,54,8,42,0,42,0,42,0,42,8,42,25,54,0,42,0,42,0,42,25,54
12,Magnolia/Queen Anne,251,156,110,89,12,53,0,51,12,53,98,87,141,137,43,78,0,51,43,78,98,87
13,Downtown,34,40,13,32,0,29,0,29,0,29,13,32,21,34,7,30,7,30,0,29,14,32
