area_id,area_name,b19126001,b19126001_moe,b19126002,b19126002_moe,b19126003,b19126003_moe,b19126004,b19126004_moe,b19126005,b19126005_moe,b19126006,b19126006_moe,b19126007,b19126007_moe,b19126008,b19126008_moe,b19126009,b19126009_moe,b19126010,b19126010_moe,b19126011,b19126011_moe
1,Southwest,203069,12663,226539,31670,273115,41979,199289,54572,117572,42612,116524,76323,189107,243492,96137,45834,127500,47427,127260,91286,144521,159569
2,Delridge Neighborhoods,307876,25697,341772,63047,377288,47622,324597,44400,185059,38477,305301,65619,302396,120561,318897,130765,126357,38378,112608,40833,160117,76353
3,Greater Duwamish,326820,25578,377327,46836,380279,119699,378825,59630,215094,51957,312400,57119,271684,110677,347184,113155,191158,73297,123915,89282,277928,85445
4,Southeast,380732,36690,494521,50783,489784,89576,498183,101875,256255,49917,234234,85584,210618,84856,352169,267748,271537,67786,226223,148027,307656,133836
5,Central,140016,49660,221568,31924,221337,45247,217792,64369,102125,34684,100323,53966,82612,67927,76819,78083,88084,40797,106940,71459,101142,44614
7,Northeast,114643,24397,133083,11688,145000,37280,125000,32788,72500,20826,76364,97051,70417,112977,187760,133178,63125,22022,110536,72371,59196,16998
8,North,127983,29520,175737,27495,168125,51252,171385,23282,81214,16060,98147,47311,133814,54670,96169,37924,76948,16636,71241,90986,79448,12091
9,Northwest,142908,34569,165467,32405,168702,75696,165641,38630,100355,29071,65719,22557,101354,51349,27273,39306,111434,37988,111475,137221,111801,33488
10,Ballard,116061,9072,119744,11162,140568,20869,100324,30422,72407,23407,71968,27957,71563,2262,138333,110193,79327,71226,99219,73316,27266,95327
12,Magnolia/Queen Anne,130455,14902,150000,37259,174938,47440,120865,9837,69583,23123,99375,32055,112500,40221,98864,62344,66458,6941,67188,23209,61705,23477
13,Downtown,27500,7043,31429,21240,42841,5099,27837,22641,21111,8616,12460,60577,11573,37785,63036,61497,21250,7169,18750,8891,23750,8992
