area_id,area_name,b99184001,b99184001_moe,b99184002,b99184002_moe,b99184003,b99184003_moe
1,Southwest,45578,-1,1347,-1,44231,-1
2,Delridge Neighborhoods,31812,-1,1061,-1,30751,-1
3,Greater Duwamish,43351,-1,2380,-1,40971,-1
4,Southeast,42463,-1,1512,-1,40951,-1
5,Central,27530,-1,1104,-1,26426,-1
6,East,47882,-1,1518,-1,46364,-1
7,Northeast,75533,-1,3242,-1,72291,-1
8,North,37788,-1,1817,-1,35971,-1
9,Northwest,65301,-1,2750,-1,62551,-1
10,Ballard,41626,-1,1637,-1,39989,-1
11,Lake Union,42508,-1,1258,-1,41250,-1
12,Magnolia/Queen Anne,56146,-1,2195,-1,53951,-1
13,Downtown,16567,-1,728,-1,15839,-1
