area_id,area_name,b14005001,b14005001_moe,b14005002,b14005002_moe,b14005003,b14005003_moe,b14005004,b14005004_moe,b14005005,b14005005_moe,b14005006,b14005006_moe,b14005007,b14005007_moe,b14005008,b14005008_moe,b14005009,b14005009_moe,b14005010,b14005010_moe,b14005011,b14005011_moe,b14005012,b14005012_moe,b14005013,b14005013_moe,b14005014,b14005014_moe,b14005015,b14005015_moe,b14005016,b14005016_moe,b14005017,b14005017_moe,b14005018,b14005018_moe,b14005019,b14005019_moe,b14005020,b14005020_moe,b14005021,b14005021_moe,b14005022,b14005022_moe,b14005023,b14005023_moe,b14005024,b14005024_moe,b14005025,b14005025_moe,b14005026,b14005026_moe,b14005027,b14005027_moe,b14005028,b14005028_moe,b14005029,b14005029_moe
1,Southwest,1242,232,641,168,607,166,102,66,128,94,377,128,34,54,34,54,34,54,0,48,0,48,0,48,0,48,0,48,0,48,601,157,545,153,154,89,0,48,391,125,56,63,38,59,38,59,0,48,0,48,18,53,0,48,0,48,18,53
2,Delridge Neighborhoods,1688,321,985,229,912,223,219,114,37,43,656,189,73,68,42,48,20,40,22,46,0,38,31,62,0,38,31,62,0,38,703,235,686,234,171,105,74,81,441,163,17,39,2,38,2,38,0,38,0,38,15,39,10,39,0,38,5,38
3,Greater Duwamish,1794,307,812,204,748,196,107,74,146,99,495,161,64,58,40,54,23,48,0,45,17,51,24,50,9,46,0,45,15,49,982,214,939,212,197,91,48,85,694,191,43,49,29,46,21,45,0,45,8,45,14,49,0,45,14,49,0,45
4,Southeast,1956,357,1160,290,1056,284,213,124,75,70,768,266,104,92,82,91,0,45,54,80,28,64,22,46,11,44,0,45,11,47,796,213,677,190,48,65,127,101,502,157,119,79,53,53,44,52,0,45,9,46,66,67,16,48,0,45,50,65
5,Central,895,254,344,165,215,105,71,57,36,48,108,64,129,129,129,129,0,34,97,124,32,49,0,34,0,34,0,34,0,34,551,183,435,133,56,60,70,69,309,116,116,123,103,122,46,81,57,94,0,34,13,38,0,34,0,34,13,38
6,East,2120,363,835,177,664,141,118,82,48,68,498,136,171,113,146,111,12,52,0,47,134,109,25,53,0,47,0,47,25,53,1285,278,1187,273,372,142,159,86,656,181,98,70,69,65,47,61,0,47,22,52,29,53,0,47,0,47,29,53
7,Northeast,8834,893,3834,538,3774,536,841,245,222,123,2711,461,60,70,23,62,0,59,0,59,23,62,37,67,0,59,31,67,6,59,5000,628,4894,623,1534,355,304,121,3056,500,106,83,106,83,96,83,0,59,10,60,0,59,0,59,0,59,0,59
8,North,1320,290,667,210,552,197,60,80,37,47,455,179,115,88,24,47,0,43,13,47,11,43,91,86,63,75,0,43,28,60,653,187,563,175,205,123,44,46,314,124,90,79,51,59,31,52,0,43,20,51,39,54,13,46,0,43,26,52
9,Northwest,1603,299,865,207,685,177,109,92,45,62,531,156,180,118,174,118,58,62,116,108,0,54,6,54,0,54,0,54,6,54,738,190,596,163,158,80,28,58,410,150,142,110,128,107,81,86,0,54,47,84,14,58,0,54,0,54,14,58
10,Ballard,1293,315,640,228,542,198,95,63,117,91,330,160,98,81,56,74,56,74,0,43,0,43,42,50,12,44,0,43,30,50,653,188,559,172,149,96,24,46,386,139,94,92,94,92,79,90,0,43,15,47,0,43,0,43,0,43,0,43
11,Lake Union,1090,330,567,231,396,150,172,111,22,48,202,100,171,171,155,170,155,170,0,42,0,42,16,46,16,46,0,42,0,42,523,218,475,212,197,114,86,139,192,123,48,62,24,54,24,54,0,42,0,42,24,51,23,52,0,42,1,40
12,Magnolia/Queen Anne,2234,388,974,178,920,175,271,113,78,67,571,136,54,57,38,56,33,57,5,50,0,51,16,52,0,51,0,51,16,52,1260,294,1243,293,491,209,58,85,694,178,17,54,17,54,8,52,0,51,9,52,0,51,0,51,0,51,0,51
13,Downtown,327,182,235,147,205,144,23,34,21,36,161,140,30,38,14,33,9,32,0,29,5,28,16,35,0,29,0,29,16,35,92,70,92,70,6,29,5,29,81,69,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
