area_id,area_name,b25034001,b25034001_moe,b25034002,b25034002_moe,b25034003,b25034003_moe,b25034004,b25034004_moe,b25034005,b25034005_moe,b25034006,b25034006_moe,b25034007,b25034007_moe,b25034008,b25034008_moe,b25034009,b25034009_moe,b25034010,b25034010_moe
1,Southwest,24705,186,18,54,1764,281,1894,298,2098,301,1800,286,2251,311,4204,391,4096,406,6580,470
2,Delridge Neighborhoods,16058,200,90,66,2708,316,1468,253,1345,262,1989,298,1493,272,1912,287,2344,268,2709,332
3,Greater Duwamish,17184,222,12,47,3354,319,1468,246,1012,216,1192,237,1419,242,2787,338,1724,275,4216,362
4,Southeast,19183,222,73,75,2042,290,1478,263,607,168,1265,278,2682,403,3509,389,2138,314,5389,438
5,Central,14991,205,34,50,2164,282,770,180,1211,252,1286,280,904,231,1149,244,917,217,6556,397
6,East,31706,304,252,196,3750,423,1997,286,2198,302,2503,366,4129,439,2718,375,1621,302,12538,635
7,Northeast,31959,284,60,69,2868,310,1607,271,1824,273,2973,346,2717,358,4205,376,5262,403,10443,492
8,North,20821,195,193,125,2090,284,1892,266,2405,346,3751,394,2276,303,3202,332,2521,301,2491,298
9,Northwest,35436,245,65,67,3685,398,3267,411,3899,404,3497,434,3366,390,4131,405,3025,355,10501,463
10,Ballard,22301,158,279,130,2349,296,1316,263,1579,274,1832,286,2001,269,2898,341,3031,328,7016,474
11,Lake Union,26849,283,109,100,5864,470,3042,388,1940,315,2906,392,1822,313,1397,263,1023,213,8746,512
12,Magnolia/Queen Anne,32260,226,88,74,3431,381,2289,341,2918,397,3721,435,3656,395,3585,429,3057,380,9515,542
13,Downtown,13241,230,52,63,3781,356,2513,317,1535,254,771,182,292,112,299,119,374,140,3624,360
