area_id,area_name,b06011001,b06011001_moe,b06011002,b06011002_moe,b06011003,b06011003_moe,b06011004,b06011004_moe,b06011005,b06011005_moe
1,Southwest,414014,16758,386427,22556,442707,26456,528260,413561,344603,57059
2,Delridge Neighborhoods,210343,14210,188888,22400,251305,34746,203791,103955,180093,25820
3,Greater Duwamish,220598,12099,224445,39642,305303,26871,273700,144316,199879,11847
4,Southeast,257408,15763,250765,30110,347561,30163,247983,173993,194886,19525
5,Central,263311,21499,232733,25933,295415,28364,241897,291864,221903,50625
6,East,429495,21254,358266,40877,476695,32508,489679,258922,444605,93377
7,Northeast,541103,31886,436242,54414,630999,35388,596233,254510,529688,90818
8,North,283936,14733,270840,24855,317235,27999,320761,244032,260525,42214
9,Northwest,589573,22844,568466,34974,654021,37955,799454,330664,474574,91201
10,Ballard,354233,13252,324838,31791,384924,24732,399326,214729,321644,59759
11,Lake Union,396789,18030,343503,32971,421594,39684,374815,82982,444490,111530
12,Magnolia/Queen Anne,507407,29099,434185,37314,535322,42922,596038,197227,609336,130812
13,Downtown,145524,17237,120809,20226,187197,28467,284190,87175,143393,48250
