area_id,area_name,b99163001,b99163001_moe,b99163002,b99163002_moe,b99163003,b99163003_moe,b99163004,b99163004_moe,b99163005,b99163005_moe
1,Southwest,46363,-1,41219,-1,5144,-1,217,-1,4927,-1
2,Delridge Neighborhoods,31919,-1,22043,-1,9876,-1,430,-1,9446,-1
3,Greater Duwamish,43591,-1,18288,-1,25303,-1,1761,-1,23542,-1
4,Southeast,42970,-1,26768,-1,16202,-1,875,-1,15327,-1
5,Central,27970,-1,22998,-1,4972,-1,227,-1,4745,-1
6,East,49787,-1,41146,-1,8641,-1,486,-1,8155,-1
7,Northeast,75669,-1,61463,-1,14206,-1,837,-1,13369,-1
8,North,37939,-1,28673,-1,9266,-1,608,-1,8658,-1
9,Northwest,65998,-1,54401,-1,11597,-1,566,-1,11031,-1
10,Ballard,41770,-1,36796,-1,4974,-1,225,-1,4749,-1
11,Lake Union,42697,-1,36726,-1,5971,-1,207,-1,5764,-1
12,Magnolia/Queen Anne,56755,-1,49550,-1,7205,-1,409,-1,6796,-1
13,Downtown,16872,-1,12039,-1,4833,-1,229,-1,4604,-1
