area_id,area_name,b99193001,b99193001_moe,b99193002,b99193002_moe,b99193003,b99193003_moe,b99193004,b99193004_moe,b99193005,b99193005_moe,b99193006,b99193006_moe,b99193007,b99193007_moe,b99193008,b99193008_moe
1,Southwest,11615,-1,10040,-1,241,-1,247,-1,69,-1,112,-1,361,-1,545,-1
2,Delridge Neighborhoods,7898,-1,6026,-1,84,-1,250,-1,162,-1,136,-1,429,-1,811,-1
3,Greater Duwamish,10023,-1,6885,-1,332,-1,361,-1,241,-1,462,-1,686,-1,1056,-1
4,Southeast,10698,-1,7821,-1,258,-1,246,-1,262,-1,336,-1,707,-1,1068,-1
5,Central,5827,-1,4429,-1,150,-1,247,-1,48,-1,96,-1,381,-1,476,-1
6,East,6914,-1,5709,-1,224,-1,209,-1,59,-1,74,-1,131,-1,508,-1
7,Northeast,14739,-1,12266,-1,344,-1,534,-1,162,-1,316,-1,289,-1,828,-1
8,North,9165,-1,7048,-1,141,-1,418,-1,169,-1,116,-1,377,-1,896,-1
9,Northwest,15452,-1,12417,-1,259,-1,363,-1,339,-1,348,-1,663,-1,1063,-1
10,Ballard,10539,-1,8955,-1,202,-1,197,-1,104,-1,257,-1,189,-1,635,-1
11,Lake Union,6677,-1,5583,-1,135,-1,139,-1,78,-1,170,-1,114,-1,458,-1
12,Magnolia/Queen Anne,12146,-1,9785,-1,210,-1,430,-1,91,-1,214,-1,438,-1,978,-1
13,Downtown,2301,-1,1994,-1,29,-1,0,-1,10,-1,37,-1,68,-1,163,-1
