area_id,area_name,b25006001,b25006001_moe,b25006002,b25006002_moe,b25006003,b25006003_moe,b25006004,b25006004_moe,b25006005,b25006005_moe,b25006006,b25006006_moe,b25006007,b25006007_moe,b25006008,b25006008_moe,b25006009,b25006009_moe,b25006010,b25006010_moe
1,Southwest,23226,383,21073,463,481,200,103,70,826,177,116,116,45,54,582,163,90,78,492,149
2,Delridge Neighborhoods,14850,356,10162,408,1645,271,139,89,1788,241,125,101,328,143,663,182,81,68,582,169
3,Greater Duwamish,16086,331,5929,386,2729,331,122,68,6214,353,129,87,230,115,733,191,68,58,665,188
4,Southeast,17612,387,8079,420,4835,425,107,72,3454,299,100,96,236,123,801,208,9,45,792,207
5,Central,13921,329,8846,384,2944,324,94,66,1324,204,0,34,109,66,604,199,30,58,574,194
6,East,29701,474,23535,663,1758,326,449,166,2777,383,31,57,258,104,893,228,39,54,854,227
7,Northeast,30311,401,24437,529,638,196,114,77,3688,347,0,59,306,164,1128,234,36,62,1092,232
8,North,19461,351,14501,435,938,266,177,91,2805,313,78,71,377,151,585,169,36,48,549,164
9,Northwest,33168,437,27093,554,1199,290,249,108,2975,321,110,102,562,193,980,236,82,95,898,221
10,Ballard,21236,330,19226,385,193,112,65,59,936,196,44,55,156,95,616,212,148,150,468,154
11,Lake Union,24520,524,19568,589,672,214,358,165,2649,364,0,42,271,153,1002,248,72,86,930,235
12,Magnolia/Queen Anne,29974,461,25813,585,806,279,205,116,1962,317,0,51,186,104,1002,264,53,70,949,261
13,Downtown,11410,381,7434,437,1073,273,140,99,2136,271,0,29,178,115,449,153,13,33,436,152
