area_id,area_name,c27008001,c27008001_moe,c27008002,c27008002_moe,c27008003,c27008003_moe,c27008004,c27008004_moe,c27008005,c27008005_moe,c27008006,c27008006_moe,c27008007,c27008007_moe,c27008008,c27008008_moe,c27008009,c27008009_moe,c27008010,c27008010_moe,c27008011,c27008011_moe,c27008012,c27008012_moe,c27008013,c27008013_moe,c27008014,c27008014_moe,c27008015,c27008015_moe,c27008016,c27008016_moe,c27008017,c27008017_moe,c27008018,c27008018_moe,c27008019,c27008019_moe,c27008020,c27008020_moe,c27008021,c27008021_moe
1,Southwest,48549,1060,22534,749,4173,382,28,53,4145,381,15712,599,134,97,15578,598,2649,270,168,93,2481,271,26015,813,4875,451,57,94,4818,443,17371,574,103,72,17268,575,3769,275,109,71,3660,279
2,Delridge Neighborhoods,34224,1046,17099,744,3822,457,59,56,3763,458,11962,591,137,86,11825,597,1315,190,94,63,1221,192,17125,738,3163,422,68,71,3095,418,12124,580,151,74,11973,581,1838,228,96,65,1742,230
3,Greater Duwamish,46942,1787,23664,1220,5117,610,15,46,5102,610,16291,919,78,69,16213,919,2256,267,79,68,2177,269,23278,1093,5661,746,52,61,5609,740,14387,662,134,82,14253,664,3230,292,82,70,3148,296
4,Southeast,45465,1460,22041,1076,5383,619,68,77,5315,615,14358,772,152,90,14206,780,2300,264,178,83,2122,262,23424,885,4691,500,30,51,4661,498,15724,655,135,98,15589,653,3009,299,179,96,2830,288
5,Central,29258,999,13968,737,2067,338,26,42,2041,336,10535,641,173,149,10362,627,1366,208,76,54,1290,206,15290,746,2440,319,40,47,2400,318,10907,590,99,65,10808,589,1943,236,33,45,1910,238
6,East,49404,1211,25214,953,1991,269,7,46,1984,269,21047,889,168,84,20879,888,2176,258,180,105,1996,245,24190,909,1903,305,14,49,1889,302,19273,816,153,100,19120,822,3014,299,118,74,2896,300
7,Northeast,79116,1823,38417,1330,5608,383,23,62,5585,382,29629,1252,415,165,29214,1249,3180,230,153,80,3027,232,40699,1229,5835,386,35,63,5800,384,30634,1120,342,118,30292,1120,4230,340,160,77,4070,340
8,North,39862,1083,19904,821,3121,338,21,45,3100,337,14826,700,45,49,14781,701,1957,238,87,67,1870,235,19958,765,3043,347,0,43,3043,347,13944,567,61,52,13883,565,2971,274,178,101,2793,275
9,Northwest,69266,1459,33570,1026,5474,511,93,88,5381,511,24943,842,162,91,24781,843,3153,311,176,82,2977,303,35696,976,5027,477,46,66,4981,475,25846,796,105,80,25741,798,4823,358,129,71,4694,355
10,Ballard,44326,1011,21960,755,3815,375,13,45,3802,375,16227,600,115,85,16112,603,1918,216,93,71,1825,219,22366,725,3368,351,3,42,3365,351,16442,576,214,173,16228,592,2556,233,76,64,2480,234
11,Lake Union,44115,1324,23170,1005,2006,263,22,54,1984,263,19671,948,158,103,19513,950,1493,231,91,61,1402,228,20945,981,1831,265,33,51,1798,256,17612,890,84,73,17528,893,1502,206,53,55,1449,203
12,Magnolia/Queen Anne,59068,1388,28556,1098,4195,421,55,83,4140,416,21621,1006,153,128,21468,1010,2740,261,193,97,2547,259,30512,1094,3944,441,172,208,3772,391,22789,972,183,94,22606,974,3779,284,325,118,3454,277
13,Downtown,17106,915,10019,686,585,251,0,29,585,251,8117,584,68,55,8049,586,1317,222,67,57,1250,223,7087,540,443,213,0,29,443,213,5425,449,28,44,5397,449,1219,204,23,32,1196,205
