area_id,area_name,b24091001,b24091001_moe,b24091002,b24091002_moe,b24091003,b24091003_moe,b24091004,b24091004_moe,b24091005,b24091005_moe,b24091006,b24091006_moe,b24091007,b24091007_moe,b24091008,b24091008_moe,b24091009,b24091009_moe
1,Southwest,601927,23974,606380,32718,600992,35192,729397,296260,534856,62616,633666,86044,642716,96919,626340,174956,520147,196378
2,Delridge Neighborhoods,208198,18954,210597,24590,208336,24393,224832,154847,253623,41744,191741,60259,210394,72128,232681,133504,211566,124009
3,Greater Duwamish,240925,18659,222595,19858,222991,21464,252507,212408,209728,66345,292625,62066,282331,35056,359934,54911,235973,220648
4,Southeast,304298,19503,308313,29667,313827,30221,270421,136450,293397,59388,343313,81634,290902,59328,378869,209700,217087,101983
5,Central,258025,31195,298633,31850,307229,36989,354816,287426,211737,26399,252250,100487,237856,68681,358157,61945,191191,105904
6,East,487619,25216,516970,37570,509765,34087,871817,237570,453555,122827,478917,54867,393742,91628,553597,273523,424977,289474
7,Northeast,551036,24943,590683,39007,592642,39900,682261,212495,530706,82173,502026,100244,517414,59755,554538,169894,449653,418775
8,North,441151,26249,415524,38175,419217,46310,466953,116380,450620,56449,521362,81375,496237,51385,700305,185579,491738,357035
9,Northwest,562220,23720,593853,40715,589275,39967,667696,279743,448992,93531,589088,82643,511593,37074,682014,111541,470090,259860
10,Ballard,373781,19563,390885,20729,390914,23399,367260,238242,340507,73519,418377,54592,367319,141110,479429,151914,176418,118917
11,Lake Union,432695,21448,465183,36044,463217,34168,609234,206707,340300,48653,532641,79172,409113,68857,581974,185763,315274,172503
12,Magnolia/Queen Anne,502453,25443,515473,32665,507061,31503,818467,352191,432801,88970,583984,136938,527856,270756,488506,105429,502785,248229
13,Downtown,184236,30983,198603,21089,200040,24439,168139,35350,128168,39898,142651,63134,163580,105867,146678,42289,197370,270764
