area_id,area_name,b25042001,b25042001_moe,b25042002,b25042002_moe,b25042003,b25042003_moe,b25042004,b25042004_moe,b25042005,b25042005_moe,b25042006,b25042006_moe,b25042007,b25042007_moe,b25042008,b25042008_moe,b25042009,b25042009_moe,b25042010,b25042010_moe,b25042011,b25042011_moe,b25042012,b25042012_moe,b25042013,b25042013_moe,b25042014,b25042014_moe,b25042015,b25042015_moe
1,Southwest,23226,383,14808,462,31,53,791,194,3939,365,5912,428,3450,345,685,173,8418,488,371,162,3254,357,3414,391,974,228,324,115,81,65
2,Delridge Neighborhoods,14850,356,7724,382,0,38,377,107,2533,304,3140,325,1365,220,309,95,7126,444,280,145,2467,350,2696,361,1247,252,398,142,38,50
3,Greater Duwamish,16086,331,8359,418,33,52,381,116,1911,270,2820,323,1920,264,1294,238,7727,450,506,177,2080,295,2780,384,1451,261,434,146,476,171
4,Southeast,17612,387,10861,427,22,54,287,125,2092,303,4478,395,2567,308,1415,247,6751,473,59,62,2252,324,2409,397,1263,276,540,205,228,109
5,Central,13921,329,6894,359,112,98,591,146,1583,245,2582,293,1514,255,512,142,7027,395,753,178,2663,326,2150,316,1030,230,265,107,166,98
6,East,29701,474,8008,453,238,105,2169,317,2429,314,1726,229,809,160,637,140,21693,578,4293,499,11695,646,4776,465,558,212,180,91,191,93
7,Northeast,30311,401,16806,426,32,62,909,174,2789,277,6250,405,5186,362,1640,230,13505,502,1749,304,4700,405,4068,422,1509,280,738,170,741,185
8,North,19461,351,9074,354,14,48,460,138,2424,260,3607,295,2040,239,529,137,10387,449,1028,263,4565,418,3310,398,1009,198,291,104,184,112
9,Northwest,33168,437,17569,559,72,64,1254,231,5137,427,7024,436,3135,323,947,205,15599,594,1345,289,6243,489,5627,511,1665,282,516,170,203,111
10,Ballard,21236,330,11602,423,57,76,515,139,3521,374,4622,359,2295,268,592,133,9634,493,754,240,3665,403,3576,415,1232,271,264,106,143,103
11,Lake Union,24520,524,7184,387,143,92,973,194,2126,290,2462,267,1191,178,289,91,17336,590,3334,457,8012,579,4304,478,1152,232,239,116,295,119
12,Magnolia/Queen Anne,29974,461,14092,515,194,93,1642,264,4062,409,4610,388,2903,325,681,160,15882,596,1636,312,7942,590,4572,495,1238,270,253,113,241,136
13,Downtown,11410,381,2175,304,224,106,939,199,824,227,152,91,36,63,0,29,9235,420,3223,378,4426,419,1117,230,235,123,31,55,203,49
