area_id,area_name,b08014001,b08014001_moe,b08014002,b08014002_moe,b08014003,b08014003_moe,b08014004,b08014004_moe,b08014005,b08014005_moe,b08014006,b08014006_moe,b08014007,b08014007_moe,b08014008,b08014008_moe,b08014009,b08014009_moe,b08014010,b08014010_moe,b08014011,b08014011_moe,b08014012,b08014012_moe,b08014013,b08014013_moe,b08014014,b08014014_moe,b08014015,b08014015_moe,b08014016,b08014016_moe,b08014017,b08014017_moe,b08014018,b08014018_moe,b08014019,b08014019_moe,b08014020,b08014020_moe,b08014021,b08014021_moe
1,Southwest,27930,842,766,220,7019,594,14529,881,4344,547,977,340,295,254,13664,565,404,140,2819,371,7544,540,2270,311,492,172,135,123,14266,588,362,142,4200,406,6985,507,2074,309,485,190,160,142
2,Delridge Neighborhoods,18275,716,766,234,5907,587,7344,661,2935,556,666,262,657,308,9389,540,309,120,2713,411,3999,429,1697,359,335,143,336,164,8886,521,457,152,3194,381,3345,366,1238,258,331,149,321,175
3,Greater Duwamish,23022,1097,857,250,6570,718,8217,893,4221,707,1880,544,1277,579,12777,834,478,157,3307,436,4586,577,2497,500,1089,350,820,399,10245,618,379,181,3263,444,3631,467,1724,319,791,245,457,233
4,Southeast,22014,937,929,265,6188,645,9345,843,3761,619,1293,405,498,289,10915,712,597,231,2608,408,4893,578,1957,346,586,210,274,171,11099,563,332,127,3580,424,4452,444,1804,367,707,232,224,140
5,Central,17241,742,1619,359,6836,633,6225,704,2123,475,370,210,68,89,8797,588,881,247,3406,444,3152,411,1026,303,273,157,59,86,8444,508,738,202,3430,395,3073,434,1097,307,97,71,9,35
6,East,31898,954,7911,733,15516,942,6883,808,1014,278,370,222,204,132,17473,845,4370,524,8122,683,4054,596,595,204,257,154,75,66,14425,739,3541,525,7394,616,2829,425,419,170,113,89,129,93
7,Northeast,39677,1166,3086,472,11288,769,15900,887,6453,855,1955,558,995,642,20570,890,1494,329,5281,462,8741,600,3404,520,1125,389,525,369,19107,804,1592,343,6007,544,7159,513,3049,503,830,249,470,371
8,North,22317,884,968,254,8297,734,8989,739,2928,484,760,257,375,213,11753,653,458,165,3837,445,5018,492,1679,344,521,184,240,147,10564,577,510,181,4460,476,3971,406,1249,226,239,106,135,94
9,Northwest,40559,1074,1544,349,13281,843,18526,1063,5406,755,1229,356,573,269,20788,777,818,218,6342,544,9599,647,3000,491,718,210,311,169,19771,752,726,215,6939,553,8927,610,2406,366,511,200,262,153
10,Ballard,27246,896,1047,258,9491,726,11797,897,3428,617,1188,511,295,202,13971,618,581,189,4340,471,6309,509,1926,368,662,263,153,112,13275,637,466,131,5151,472,5488,508,1502,318,526,291,142,114
11,Lake Union,29868,1182,3754,467,12956,827,9584,995,2523,581,846,348,205,180,16008,788,1831,303,7046,607,5025,512,1482,399,452,206,172,170,13860,845,1923,345,5910,524,4559,613,1041,307,394,204,33,56
12,Magnolia/Queen Anne,35744,1133,2380,387,13922,798,14649,1004,2777,587,1250,535,766,614,18556,1002,1176,258,6655,581,8098,702,1636,382,553,245,438,526,17188,896,1204,229,7267,552,6551,561,1141,305,697,425,328,320
13,Downtown,9610,597,2961,414,4974,536,1617,389,48,64,0,29,10,31,5569,458,1686,297,2957,401,899,263,17,39,0,29,10,31,4041,414,1275,252,2017,298,718,216,31,41,0,29,0,29
