area_id,area_name,b99252001,b99252001_moe,b99252002,b99252002_moe,b99252003,b99252003_moe
1,Southwest,23226,-1,105,-1,23121,-1
2,Delridge Neighborhoods,14850,-1,16,-1,14834,-1
3,Greater Duwamish,16086,-1,143,-1,15943,-1
4,Southeast,17612,-1,69,-1,17543,-1
5,Central,13921,-1,115,-1,13806,-1
6,East,29701,-1,194,-1,29507,-1
7,Northeast,30311,-1,147,-1,30164,-1
8,North,19461,-1,75,-1,19386,-1
9,Northwest,33168,-1,112,-1,33056,-1
10,Ballard,21236,-1,126,-1,21110,-1
11,Lake Union,24520,-1,79,-1,24441,-1
12,Magnolia/Queen Anne,29974,-1,136,-1,29838,-1
13,Downtown,11410,-1,112,-1,11298,-1
