area_id,area_name,b25020001,b25020001_moe,b25020002,b25020002_moe,b25020003,b25020003_moe,b25020004,b25020004_moe,b25020005,b25020005_moe,b25020006,b25020006_moe,b25020007,b25020007_moe,b25020008,b25020008_moe,b25020009,b25020009_moe,b25020010,b25020010_moe,b25020011,b25020011_moe,b25020012,b25020012_moe,b25020013,b25020013_moe,b25020014,b25020014_moe,b25020015,b25020015_moe,b25020016,b25020016_moe,b25020017,b25020017_moe,b25020018,b25020018_moe,b25020019,b25020019_moe,b25020020,b25020020_moe,b25020021,b25020021_moe
1,Southwest,23226,383,14808,462,15,50,88,73,557,138,1376,239,2146,296,2829,322,2740,338,2128,290,2929,331,8418,488,295,155,752,197,1953,301,2415,360,1662,299,576,166,405,137,179,86,181,96
2,Delridge Neighborhoods,14850,356,7724,382,0,38,109,74,272,104,1487,251,1624,241,1612,239,1120,214,659,158,841,172,7126,444,255,143,445,136,1752,300,1975,329,1259,266,734,189,402,136,163,94,141,76
3,Greater Duwamish,16086,331,8359,418,25,50,56,55,279,95,1141,217,1924,262,1419,225,1360,248,1188,231,967,184,7727,450,458,174,664,180,1346,257,2155,347,1465,290,676,195,374,131,209,119,380,153
4,Southeast,17612,387,10861,427,0,45,9,44,201,111,1090,226,1564,265,2253,288,1880,291,1674,267,2190,274,6751,473,59,62,411,137,1593,308,1886,363,1132,273,735,212,413,179,257,122,265,124
5,Central,13921,329,6894,359,81,92,94,63,469,130,673,172,1253,228,1139,198,903,180,820,190,1462,184,7027,395,661,169,884,201,1938,277,1372,270,921,228,630,181,317,118,125,89,179,92
6,East,29701,474,8008,453,186,100,641,181,1372,268,1620,276,939,188,767,193,578,156,467,128,1438,197,21693,578,3156,470,4703,508,7219,613,4126,437,1310,253,587,195,179,84,138,105,275,109
7,Northeast,30311,401,16806,426,32,62,235,99,494,128,1265,213,1622,231,2426,297,3066,303,2789,289,4877,335,13505,502,1498,314,2076,308,3297,386,2699,351,1474,267,813,190,511,138,396,145,741,185
8,North,19461,351,9074,354,14,48,106,80,465,133,1032,205,1541,240,1465,246,1692,218,1222,193,1537,212,10387,449,871,256,1622,294,3284,378,2273,343,1013,214,513,165,425,140,166,96,220,96
9,Northwest,33168,437,17569,559,56,60,381,161,817,191,2479,328,3334,357,3129,336,2599,304,1898,281,2876,298,15599,594,1174,283,2270,345,4151,426,3783,456,1863,301,1224,239,579,174,352,160,203,97
10,Ballard,21236,330,11602,423,39,73,115,70,385,142,1142,207,1969,296,2396,296,1780,251,1645,248,2131,238,9634,493,665,240,1196,270,2473,371,2496,327,1315,279,664,193,379,130,206,116,240,118
11,Lake Union,24520,524,7184,387,135,91,435,131,689,190,940,203,1009,182,1122,198,935,166,712,154,1207,186,17336,590,2815,451,2915,382,5280,486,3705,455,1422,272,544,151,177,77,131,82,347,124
12,Magnolia/Queen Anne,29974,461,14092,515,123,79,468,162,1240,223,1714,280,1536,250,1875,289,2270,300,1663,257,3203,323,15882,596,1208,306,2541,385,5049,472,3534,420,1690,298,836,208,332,121,301,163,391,158
13,Downtown,11410,381,2175,304,161,99,337,125,598,192,541,167,302,121,155,95,12,33,20,41,49,65,9235,420,2780,364,2686,335,1688,285,1234,251,392,129,113,72,105,82,23,41,214,52
