area_id,area_name,c27007001,c27007001_moe,c27007002,c27007002_moe,c27007003,c27007003_moe,c27007004,c27007004_moe,c27007005,c27007005_moe,c27007006,c27007006_moe,c27007007,c27007007_moe,c27007008,c27007008_moe,c27007009,c27007009_moe,c27007010,c27007010_moe,c27007011,c27007011_moe,c27007012,c27007012_moe,c27007013,c27007013_moe,c27007014,c27007014_moe,c27007015,c27007015_moe,c27007016,c27007016_moe,c27007017,c27007017_moe,c27007018,c27007018_moe,c27007019,c27007019_moe,c27007020,c27007020_moe,c27007021,c27007021_moe
1,Southwest,48549,1060,22534,749,4173,382,245,120,3928,369,15712,599,446,161,15266,585,2649,270,155,78,2494,269,26015,813,4875,451,335,129,4540,442,17371,574,566,192,16805,569,3769,275,370,114,3399,277
2,Delridge Neighborhoods,34224,1046,17099,744,3822,457,1541,369,2281,316,11962,591,832,191,11130,587,1315,190,230,99,1085,181,17125,738,3163,422,1131,316,2032,311,12124,580,1581,318,10543,547,1838,228,472,153,1366,184
3,Greater Duwamish,46942,1787,23664,1220,5117,610,2483,456,2634,472,16291,919,1529,302,14762,898,2256,267,819,193,1437,215,23278,1093,5661,746,2965,693,2696,425,14387,662,2181,361,12206,672,3230,292,1125,224,2105,260
4,Southeast,45465,1460,22041,1076,5383,619,2275,477,3108,469,14358,772,1278,282,13080,744,2300,264,705,178,1595,228,23424,885,4691,500,1770,403,2921,413,15724,655,2024,375,13700,666,3009,299,1052,238,1957,231
5,Central,29258,999,13968,737,2067,338,560,268,1507,255,10535,641,498,183,10037,636,1366,208,405,141,961,162,15290,746,2440,319,510,208,1930,299,10907,590,843,259,10064,509,1943,236,523,136,1420,222
6,East,49404,1211,25214,953,1991,269,530,171,1461,224,21047,889,1033,240,20014,880,2176,258,315,129,1861,236,24190,909,1903,305,586,223,1317,231,19273,816,1409,322,17864,782,3014,299,452,147,2562,278
7,Northeast,79116,1823,38417,1330,5608,383,374,164,5234,357,29629,1252,633,185,28996,1240,3180,230,408,140,2772,221,40699,1229,5835,386,429,140,5406,370,30634,1120,873,289,29761,1096,4230,340,410,147,3820,323
8,North,39862,1083,19904,821,3121,338,797,253,2324,306,14826,700,897,246,13929,703,1957,238,272,118,1685,228,19958,765,3043,347,736,204,2307,296,13944,567,1164,284,12780,560,2971,274,480,134,2491,266
9,Northwest,69266,1459,33570,1026,5474,511,1216,337,4258,419,24943,842,1159,264,23784,832,3153,311,552,150,2601,289,35696,976,5027,477,902,308,4125,406,25846,796,1455,315,24391,768,4823,358,904,203,3919,336
10,Ballard,44326,1011,21960,755,3815,375,420,147,3395,370,16227,600,266,122,15961,598,1918,216,175,86,1743,212,22366,725,3368,351,376,154,2992,322,16442,576,677,245,15765,592,2556,233,275,122,2281,230
11,Lake Union,44115,1324,23170,1005,2006,263,291,154,1715,257,19671,948,901,222,18770,936,1493,231,238,115,1255,204,20945,981,1831,265,352,180,1479,224,17612,890,796,218,16816,854,1502,206,244,108,1258,192
12,Magnolia/Queen Anne,59068,1388,28556,1098,4195,421,240,178,3955,399,21621,1006,698,251,20923,998,2740,261,206,103,2534,254,30512,1094,3944,441,363,154,3581,409,22789,972,841,220,21948,941,3779,284,418,138,3361,288
13,Downtown,17106,915,10019,686,585,251,311,234,274,93,8117,584,1790,366,6327,553,1317,222,603,157,714,166,7087,540,443,213,310,201,133,75,5425,449,839,187,4586,430,1219,204,510,147,709,173
