area_id,area_name,b21004001,b21004001_moe,b21004002,b21004002_moe,b21004003,b21004003_moe,b21004004,b21004004_moe,b21004005,b21004005_moe,b21004006,b21004006_moe,b21004007,b21004007_moe
1,Southwest,290217,13534,315356,46818,325692,38454,247721,224917,286327,14091,385028,34375,242616,18081
2,Delridge Neighborhoods,87060,6342,97636,18374,102630,20663,51290,37759,85573,8022,98291,12913,73602,8864
3,Greater Duwamish,41164,4475,45670,33845,63364,58547,29213,36186,40857,4272,44802,6210,38710,4359
4,Southeast,104562,7670,115682,26210,102539,32136,222085,55922,105218,7185,102011,11233,106124,7915
5,Central,160497,18597,199177,54514,207780,62240,140580,63579,155679,21266,210568,31777,121535,15176
6,East,115551,10322,139020,59053,160878,69331,116993,69262,116402,10314,148456,27108,102975,12936
7,Northeast,137485,10728,190253,86827,207740,81093,80893,333958,135144,12988,189562,29188,113898,12011
8,North,108483,9205,149150,73080,173872,153274,140635,83617,109236,8535,127385,18480,92533,15528
9,Northwest,225302,13751,232151,39939,239954,53216,188752,76053,224577,14629,281621,27531,183880,16892
10,Ballard,173722,10658,192561,41535,214423,36163,142530,94627,173951,10801,192059,12114,151428,15884
11,Lake Union,177967,8004,209478,57775,203909,55912,416090,387874,176265,9829,190648,14928,154117,18513
12,Magnolia/Queen Anne,254431,17941,270404,66166,285388,91625,175962,66787,254282,18778,336524,33123,218680,20340
