area_id,area_name,b17021001,b17021001_moe,b17021002,b17021002_moe,b17021003,b17021003_moe,b17021004,b17021004_moe,b17021005,b17021005_moe,b17021006,b17021006_moe,b17021007,b17021007_moe,b17021008,b17021008_moe,b17021009,b17021009_moe,b17021010,b17021010_moe,b17021011,b17021011_moe,b17021012,b17021012_moe,b17021013,b17021013_moe,b17021014,b17021014_moe,b17021015,b17021015_moe,b17021016,b17021016_moe,b17021017,b17021017_moe,b17021018,b17021018_moe,b17021019,b17021019_moe,b17021020,b17021020_moe,b17021021,b17021021_moe,b17021022,b17021022_moe,b17021023,b17021023_moe,b17021024,b17021024_moe,b17021025,b17021025_moe,b17021026,b17021026_moe,b17021027,b17021027_moe,b17021028,b17021028_moe,b17021029,b17021029_moe,b17021030,b17021030_moe,b17021031,b17021031_moe,b17021032,b17021032_moe,b17021033,b17021033_moe,b17021034,b17021034_moe,b17021035,b17021035_moe
1,Southwest,48627,1056,2991,513,1243,395,797,296,554,257,243,139,446,258,103,85,38,75,65,62,343,245,226,222,117,108,1748,344,1161,280,862,239,299,148,587,206,45636,1094,32276,1279,27037,1255,26967,1252,70,68,5239,841,1160,411,1084,388,76,68,4079,734,3665,653,414,153,13360,796,10450,542,7903,476,2547,346,2910,429
2,Delridge Neighborhoods,34231,1046,5524,835,3635,780,1779,734,1558,709,221,160,1856,516,149,131,91,89,58,53,1707,507,1594,501,113,70,1889,379,1163,238,948,221,215,107,726,280,28707,1122,21317,1278,15081,1261,14961,1254,120,68,6236,888,1999,545,1869,517,130,89,4237,760,4019,713,218,112,7390,584,5789,418,4157,389,1632,271,1601,306
3,Greater Duwamish,46827,1780,8194,1392,5486,1346,2674,1091,2477,1088,197,100,2812,788,426,198,282,176,144,92,2386,771,2317,759,69,68,2708,435,1338,227,1039,195,299,129,1370,358,38633,1619,31903,1699,22772,1673,22541,1642,231,140,9131,1452,3273,821,3098,774,175,109,5858,1275,5446,1217,412,197,6730,658,4725,384,3441,350,1284,239,2005,449
4,Southeast,45345,1462,7039,1092,4827,1033,1963,741,1799,731,164,109,2864,812,802,383,713,356,89,77,2062,720,1799,691,263,178,2212,413,1327,279,1102,256,225,127,885,274,38306,1570,31178,1709,21763,1666,21472,1644,291,129,9415,1389,2047,608,1954,595,93,68,7368,1263,6987,1229,381,147,7128,654,5587,476,4053,410,1534,293,1541,337
5,Central,29196,1006,3881,678,1663,591,742,403,713,402,29,47,921,438,186,172,126,166,60,54,735,400,665,395,70,66,2218,379,1296,222,835,152,461,160,922,247,25315,970,15547,1044,11947,950,11762,935,185,121,3600,781,744,292,637,237,107,105,2856,739,2769,729,87,64,9768,736,6798,433,4878,403,1920,294,2970,474
6,East,47890,1136,7325,736,1554,445,431,186,327,163,104,100,1123,415,205,140,124,101,81,65,918,404,888,389,30,66,5771,608,3656,408,2771,364,885,211,2115,405,40565,1115,16547,1182,14517,1157,14406,1155,111,76,2030,493,740,302,716,295,24,50,1290,428,1221,419,69,76,24018,958,19131,671,14829,702,4302,465,4887,585
7,Northeast,70251,1671,11903,1164,2182,500,580,225,473,214,107,86,1602,454,619,339,465,218,154,162,983,306,705,272,278,135,9721,1092,3914,393,2076,315,1838,308,5807,961,58348,1180,41303,1253,35831,1272,35606,1249,225,129,5472,795,1567,455,1419,425,148,93,3905,649,3565,610,340,138,17045,1012,11658,602,8307,527,3351,388,5387,697
8,North,39783,1067,5333,695,2557,600,994,352,925,347,69,65,1563,501,341,200,230,185,111,75,1222,466,1103,461,119,87,2776,417,1925,327,1599,306,326,127,851,256,34450,1116,24112,1225,18644,1123,18384,1096,260,118,5468,900,1823,517,1722,487,101,90,3645,791,3419,751,226,132,10338,662,8371,487,6833,457,1538,260,1967,347
9,Northwest,69242,1459,7139,905,2319,567,1100,443,944,432,156,93,1219,362,229,127,147,112,82,71,990,346,904,345,86,66,4820,746,2902,409,2058,345,844,237,1918,582,62103,1443,41360,1626,35190,1615,34960,1605,230,116,6170,821,1465,409,1400,397,65,63,4705,727,4358,678,347,120,20743,1023,14814,648,10259,599,4555,453,5929,620
10,Ballard,44327,1015,2973,509,1265,427,770,370,713,365,57,73,495,225,233,161,81,81,152,133,262,160,176,138,86,86,1708,304,1212,263,935,227,277,136,496,157,41354,1014,28177,1134,23577,1161,23474,1153,103,96,4600,767,1485,509,1350,478,135,87,3115,589,2804,542,311,146,13177,878,9485,507,6696,454,2789,376,3692,576
11,Lake Union,44048,1324,7346,877,1192,558,398,194,334,186,64,67,794,527,428,459,253,301,175,165,366,249,331,246,35,56,6154,718,3119,384,1988,323,1131,244,3035,523,36702,1106,16530,1016,13797,991,13690,987,107,74,2733,558,1123,394,1022,366,101,73,1610,411,1393,351,217,109,20172,1056,14724,678,10712,653,4012,451,5448,687
12,Magnolia/Queen Anne,57379,1346,4296,745,709,292,475,254,446,251,29,60,234,132,35,74,35,74,0,51,199,121,166,118,33,54,3587,680,1679,285,1085,228,594,190,1908,563,53083,1231,32744,1418,29746,1449,29599,1445,147,123,2998,576,761,287,705,259,56,68,2237,515,2164,504,73,62,20339,967,16149,651,12754,634,3395,415,4190,589
13,Downtown,17051,907,4717,764,1522,617,799,328,785,328,14,33,723,549,414,492,347,452,67,118,309,267,309,267,0,29,3195,461,2197,306,2062,296,135,84,998,315,12334,666,4246,607,3790,574,3790,574,0,29,456,220,123,117,110,104,13,33,333,175,319,165,14,33,8088,526,6912,439,6048,466,864,213,1176,269
