area_id,area_name,b08124001,b08124001_moe,b08124002,b08124002_moe,b08124003,b08124003_moe,b08124004,b08124004_moe,b08124005,b08124005_moe,b08124006,b08124006_moe,b08124007,b08124007_moe,b08124008,b08124008_moe,b08124009,b08124009_moe,b08124010,b08124010_moe,b08124011,b08124011_moe,b08124012,b08124012_moe,b08124013,b08124013_moe,b08124014,b08124014_moe,b08124015,b08124015_moe,b08124016,b08124016_moe,b08124017,b08124017_moe,b08124018,b08124018_moe,b08124019,b08124019_moe,b08124020,b08124020_moe,b08124021,b08124021_moe,b08124022,b08124022_moe,b08124023,b08124023_moe,b08124024,b08124024_moe,b08124025,b08124025_moe,b08124026,b08124026_moe,b08124027,b08124027_moe,b08124028,b08124028_moe,b08124029,b08124029_moe,b08124030,b08124030_moe,b08124031,b08124031_moe,b08124032,b08124032_moe,b08124033,b08124033_moe,b08124034,b08124034_moe,b08124035,b08124035_moe,b08124036,b08124036_moe,b08124037,b08124037_moe,b08124038,b08124038_moe,b08124039,b08124039_moe,b08124040,b08124040_moe,b08124041,b08124041_moe,b08124042,b08124042_moe,b08124043,b08124043_moe,b08124044,b08124044_moe,b08124045,b08124045_moe,b08124046,b08124046_moe,b08124047,b08124047_moe,b08124048,b08124048_moe,b08124049,b08124049_moe
1,Southwest,27930,842,16362,740,3128,425,5693,537,1237,253,1441,271,69,89,17803,854,9883,660,2023,344,3723,454,967,219,1155,244,52,86,2944,466,2088,383,291,148,369,157,134,104,62,57,0,48,3879,430,2462,338,352,145,913,215,32,55,120,74,0,48,481,155,146,83,133,79,156,101,16,52,30,53,0,48,699,182,381,139,79,68,97,94,77,70,65,69,0,48,2124,309,1402,255,250,130,435,131,11,49,9,49,17,53
2,Delridge Neighborhoods,18280,717,7674,521,3317,472,3999,451,1303,267,1945,335,42,52,11240,623,4670,470,1594,253,2549,360,973,222,1412,291,42,52,2438,409,961,235,359,153,655,210,170,131,293,126,0,38,2985,456,1074,222,1079,316,583,193,117,83,132,68,0,38,385,171,139,111,138,110,52,67,23,43,33,62,0,38,439,141,248,117,58,51,116,66,0,38,17,40,0,38,793,184,582,155,89,66,44,43,20,41,58,60,0,38
3,Greater Duwamish,23165,1099,6833,593,6320,653,4600,504,1679,331,3696,495,37,60,12987,866,3840,476,3658,510,2689,392,910,226,1890,353,0,45,3352,528,505,168,968,273,586,185,568,215,725,226,0,45,4634,561,1364,269,1287,306,1009,230,119,87,855,256,0,45,721,191,343,141,200,106,80,58,30,57,68,74,0,45,900,236,530,154,43,57,192,132,25,49,92,67,18,47,571,159,251,99,164,95,44,58,27,53,66,66,19,58
4,Southeast,22046,939,9515,613,4627,547,4256,492,1412,374,2212,370,24,51,13286,786,5715,495,2479,392,2574,377,1076,355,1418,311,24,51,2629,420,1181,277,462,168,487,159,163,80,336,172,0,45,3748,481,1432,279,1158,286,774,230,147,89,237,97,0,45,484,164,155,82,157,95,147,121,0,45,25,49,0,45,750,205,407,149,133,101,64,63,0,45,146,120,0,45,1149,258,625,185,238,121,210,116,26,50,50,57,0,45
5,Central,17277,741,10157,558,2292,361,3331,367,540,190,926,256,31,42,7810,586,4696,428,794,200,1349,227,337,142,609,215,25,43,1362,337,837,234,145,92,282,134,45,54,53,60,0,34,3450,450,1969,303,625,225,755,204,37,64,64,48,0,34,2128,362,997,240,524,176,504,190,36,48,61,48,6,33,1373,290,1009,212,118,90,182,112,14,40,50,67,0,34,1154,251,649,162,86,62,259,135,71,77,89,94,0,34
6,East,32499,978,18610,872,5129,584,6841,715,682,237,1223,271,14,49,10940,754,6985,629,1322,299,1854,336,321,182,458,137,0,47,1380,315,870,247,105,76,386,172,8,47,11,50,0,47,7350,675,4141,491,1017,286,1736,347,106,82,336,156,14,49,9588,795,4455,544,2280,392,2282,428,179,115,392,174,0,47,1441,303,888,221,277,142,182,100,68,63,26,49,0,47,1800,344,1271,251,128,106,401,184,0,47,0,47,0,47
7,Northeast,42414,1259,25004,857,6196,697,8731,671,1142,266,1334,278,7,59,20791,923,12375,648,2565,411,4189,449,844,231,818,216,0,59,3299,440,2027,321,462,183,526,160,151,119,133,114,0,59,8136,690,4981,478,1134,283,1756,308,92,85,173,95,0,59,4218,506,1624,273,1186,281,1365,296,9,55,34,60,0,59,2864,407,1952,294,527,226,297,141,17,63,64,70,7,59,3106,416,2045,303,322,174,598,196,29,65,112,82,0,59
8,North,22378,886,11308,668,3428,475,4921,508,1245,373,1428,284,48,63,12842,762,6585,545,1587,298,2783,389,972,354,897,246,18,44,2604,382,1050,224,659,216,575,201,114,82,206,108,0,43,4282,490,2299,304,527,176,1214,258,11,45,201,132,30,63,666,175,241,94,149,94,107,65,83,83,86,86,0,43,997,239,552,167,273,141,117,81,40,75,15,44,0,43,987,209,581,159,233,116,125,63,25,57,23,47,0,43
9,Northwest,40650,1078,23733,979,5297,539,7581,595,1579,292,2422,373,38,72,23603,919,13485,809,2895,397,4436,450,1233,261,1524,263,30,70,4120,536,2446,374,619,197,649,191,159,96,247,189,0,54,6776,591,4296,484,892,220,1349,251,19,55,220,150,0,54,1295,260,433,162,403,142,277,122,37,60,145,102,0,54,1974,315,1326,251,161,90,240,133,75,79,164,86,8,54,2882,406,1747,284,327,145,630,177,56,83,122,94,0,54
10,Ballard,27338,892,15779,761,3517,460,5582,569,1121,252,1304,261,35,57,15697,794,8806,595,1957,352,3204,395,833,212,880,224,17,49,2671,454,1645,335,384,159,474,278,44,61,124,90,0,43,4618,502,2670,349,556,202,1153,272,133,100,88,69,18,49,937,233,427,139,272,163,161,112,38,55,39,58,0,43,1451,260,811,181,204,132,210,91,73,77,153,81,0,43,1964,370,1420,322,144,112,380,151,0,43,20,47,0,43
11,Lake Union,29994,1185,18445,869,3453,514,5874,613,922,261,1240,323,60,70,13374,816,8166,621,1356,286,2499,394,616,231,677,235,60,70,2287,420,1512,336,134,78,447,180,120,82,74,85,0,42,6333,644,4184,468,706,234,1265,275,34,50,144,106,0,42,4070,485,1930,305,766,203,1114,275,36,53,224,146,0,42,2085,357,1427,307,350,136,195,106,37,52,76,63,0,42,1845,296,1226,224,141,116,354,142,79,86,45,50,0,42
12,Magnolia/Queen Anne,36929,1190,22119,953,4825,741,7345,656,1066,287,1433,332,141,95,19195,943,11684,716,2364,420,3821,490,475,155,835,245,16,51,3125,508,1860,321,497,240,562,221,143,137,63,76,0,51,6633,627,4059,472,694,226,1493,265,173,147,214,135,0,51,3683,534,1608,284,882,342,782,207,226,128,138,123,47,62,1299,258,769,200,180,109,248,130,37,58,65,63,0,51,2994,362,2139,305,208,112,439,148,12,55,118,108,78,84
13,Downtown,9773,593,5930,514,1487,294,1547,276,79,66,682,176,48,68,2868,377,2112,330,231,107,345,130,0,29,143,102,37,67,482,259,227,130,19,38,174,134,0,29,62,66,0,29,2120,331,926,227,645,190,349,123,33,47,167,86,0,29,3207,426,1949,363,506,156,544,184,46,53,151,92,11,32,200,114,139,97,15,37,33,45,0,29,13,35,0,29,896,234,577,201,71,68,102,89,0,29,146,46,0,29
