area_id,area_name,b25045001,b25045001_moe,b25045002,b25045002_moe,b25045003,b25045003_moe,b25045004,b25045004_moe,b25045005,b25045005_moe,b25045006,b25045006_moe,b25045007,b25045007_moe,b25045008,b25045008_moe,b25045009,b25045009_moe,b25045010,b25045010_moe,b25045011,b25045011_moe,b25045012,b25045012_moe,b25045013,b25045013_moe,b25045014,b25045014_moe,b25045015,b25045015_moe,b25045016,b25045016_moe,b25045017,b25045017_moe,b25045018,b25045018_moe,b25045019,b25045019_moe
1,Southwest,23226,383,14808,462,365,133,15,51,199,111,151,82,14443,471,1372,250,9602,422,3469,246,8418,488,1092,224,224,106,412,164,456,141,7326,483,2826,325,3874,404,626,177
2,Delridge Neighborhoods,14850,356,7724,382,192,82,17,39,41,51,134,71,7532,386,1274,236,5152,347,1106,140,7126,444,1598,266,194,87,830,194,574,173,5528,434,2362,353,2729,361,437,142
3,Greater Duwamish,16086,331,8359,418,475,129,18,51,119,70,338,111,7884,416,1083,227,5380,378,1421,189,7727,450,1744,299,302,132,668,207,774,183,5983,466,2415,345,2995,377,573,172
4,Southeast,17612,387,10861,427,320,109,36,54,126,72,158,77,10541,435,803,195,7539,388,2199,218,6751,473,1627,273,352,184,752,203,523,162,5124,464,1465,296,3298,422,361,122
5,Central,13921,329,6894,359,487,155,38,45,297,130,152,74,6407,371,794,180,4447,329,1166,165,7027,395,1713,254,512,163,482,144,719,157,5314,414,2522,326,2286,333,506,171
6,East,29701,474,8008,453,944,240,200,130,487,188,257,100,7064,424,1072,204,4433,363,1559,204,21693,578,8931,594,4103,457,3468,417,1360,240,12762,659,7774,591,4168,507,820,171
7,Northeast,30311,401,16806,426,585,133,65,68,233,94,287,95,16221,425,1435,226,10982,402,3804,223,13505,502,3466,352,2322,293,728,196,416,145,10039,523,6591,463,2929,359,519,130
8,North,19461,351,9074,354,313,100,66,54,84,58,163,79,8761,345,1214,230,5753,309,1794,199,10387,449,2393,352,611,213,898,224,884,182,7994,471,3883,409,3418,404,693,185
9,Northwest,33168,437,17569,559,427,135,74,81,135,79,218,102,17142,561,2667,345,11544,469,2931,248,15599,594,3103,368,838,241,901,220,1364,224,12496,615,6510,501,4873,459,1113,231
10,Ballard,21236,330,11602,423,406,142,63,66,165,79,178,110,11196,422,1441,231,7732,371,2023,180,9634,493,1175,235,312,132,468,150,395,141,8459,503,4257,428,3723,406,479,136
11,Lake Union,24520,524,7184,387,303,99,43,47,167,76,93,60,6881,379,1347,224,4570,327,964,135,17336,590,4800,436,2179,317,2088,305,533,132,12536,637,8164,573,3909,430,463,143
12,Magnolia/Queen Anne,29974,461,14092,515,506,138,45,54,273,109,188,88,13586,504,1523,266,9088,456,2975,272,15882,596,2915,366,1066,244,1245,253,604,138,12967,608,7591,532,4544,467,832,182
13,Downtown,11410,381,2175,304,233,110,48,50,105,58,80,87,1942,299,368,142,1107,246,467,134,9235,420,5044,413,1272,250,2735,331,1037,164,4191,395,1951,302,1947,284,293,107
