area_id,area_name,c27006001,c27006001_moe,c27006002,c27006002_moe,c27006003,c27006003_moe,c27006004,c27006004_moe,c27006005,c27006005_moe,c27006006,c27006006_moe,c27006007,c27006007_moe,c27006008,c27006008_moe,c27006009,c27006009_moe,c27006010,c27006010_moe,c27006011,c27006011_moe,c27006012,c27006012_moe,c27006013,c27006013_moe,c27006014,c27006014_moe,c27006015,c27006015_moe,c27006016,c27006016_moe,c27006017,c27006017_moe,c27006018,c27006018_moe,c27006019,c27006019_moe,c27006020,c27006020_moe,c27006021,c27006021_moe
1,Southwest,48549,1060,22534,749,4173,382,0,48,4173,382,15712,599,315,121,15397,603,2649,270,2536,269,113,71,26015,813,4875,451,19,54,4856,450,17371,574,297,138,17074,571,3769,275,3575,261,194,115
2,Delridge Neighborhoods,34224,1046,17099,744,3822,457,0,38,3822,457,11962,591,431,159,11531,586,1315,190,1282,191,33,43,17125,738,3163,422,0,38,3163,422,12124,580,413,129,11711,579,1838,228,1744,223,94,79
3,Greater Duwamish,46942,1787,23664,1220,5117,610,102,101,5015,600,16291,919,663,180,15628,903,2256,267,2046,251,210,103,23278,1093,5661,746,38,62,5623,741,14387,662,384,130,14003,666,3230,292,3048,286,182,94
4,Southeast,45465,1460,22041,1076,5383,619,44,58,5339,619,14358,772,514,166,13844,783,2300,264,2233,264,67,55,23424,885,4691,500,21,54,4670,498,15724,655,554,197,15170,656,3009,299,2887,292,122,77
5,Central,29258,999,13968,737,2067,338,33,63,2034,342,10535,641,331,149,10204,639,1366,208,1329,206,37,46,15290,746,2440,319,8,34,2432,320,10907,590,432,160,10475,541,1943,236,1916,235,27,43
6,East,49404,1211,25214,953,1991,269,0,47,1991,269,21047,889,664,195,20383,899,2176,258,2041,247,135,91,24190,909,1903,305,14,49,1889,302,19273,816,514,182,18759,806,3014,299,2928,296,86,72
7,Northeast,79116,1823,38417,1330,5608,383,16,60,5592,383,29629,1252,308,120,29321,1249,3180,230,2909,230,271,95,40699,1229,5835,386,16,60,5819,386,30634,1120,256,104,30378,1119,4230,340,4058,337,172,94
8,North,39862,1083,19904,821,3121,338,46,83,3075,334,14826,700,286,126,14540,693,1957,238,1784,226,173,103,19958,765,3043,347,17,50,3026,345,13944,567,365,134,13579,574,2971,274,2941,273,30,50
9,Northwest,69266,1459,33570,1026,5474,511,28,69,5446,509,24943,842,455,147,24488,843,3153,311,2902,286,251,130,35696,976,5027,477,15,57,5012,476,25846,796,745,251,25101,758,4823,358,4652,354,171,95
10,Ballard,44326,1011,21960,755,3815,375,0,43,3815,375,16227,600,182,118,16045,607,1918,216,1824,213,94,69,22366,725,3368,351,0,43,3368,351,16442,576,310,185,16132,593,2556,233,2404,228,152,76
11,Lake Union,44115,1324,23170,1005,2006,263,0,42,2006,263,19671,948,467,174,19204,937,1493,231,1330,207,163,98,20945,981,1831,265,0,42,1831,265,17612,890,372,159,17240,889,1502,206,1438,203,64,58
12,Magnolia/Queen Anne,59068,1388,28556,1098,4195,421,0,51,4195,421,21621,1006,492,198,21129,1013,2740,261,2568,251,172,118,30512,1094,3944,441,44,83,3900,415,22789,972,273,128,22516,975,3779,284,3587,268,192,109
13,Downtown,17106,915,10019,686,585,251,0,29,585,251,8117,584,746,201,7371,569,1317,222,1235,217,82,66,7087,540,443,213,0,29,443,213,5425,449,212,96,5213,455,1219,204,1219,204,0,29
