area_id,area_name,b15003001,b15003001_moe,b15003002,b15003002_moe,b15003003,b15003003_moe,b15003004,b15003004_moe,b15003005,b15003005_moe,b15003006,b15003006_moe,b15003007,b15003007_moe,b15003008,b15003008_moe,b15003009,b15003009_moe,b15003010,b15003010_moe,b15003011,b15003011_moe,b15003012,b15003012_moe,b15003013,b15003013_moe,b15003014,b15003014_moe,b15003015,b15003015_moe,b15003016,b15003016_moe,b15003017,b15003017_moe,b15003018,b15003018_moe,b15003019,b15003019_moe,b15003020,b15003020_moe,b15003021,b15003021_moe,b15003022,b15003022_moe,b15003023,b15003023_moe,b15003024,b15003024_moe,b15003025,b15003025_moe
1,Southwest,38547,835,51,56,0,48,46,69,0,48,18,52,0,48,14,50,23,49,20,55,114,107,74,63,10,46,258,138,394,172,219,111,4589,484,504,151,2020,300,5554,517,3355,410,13333,711,5342,497,1756,272,853,203
2,Delridge Neighborhoods,24752,749,592,234,0,38,0,38,0,38,24,49,134,114,17,43,74,64,299,164,126,108,270,142,182,90,338,150,502,142,489,177,3848,506,630,184,1785,267,4038,477,2211,312,6671,518,1862,274,547,152,113,59
3,Greater Duwamish,32337,1102,1965,345,0,45,38,72,168,161,104,101,151,108,80,75,369,177,1069,248,270,127,816,258,734,288,578,182,495,174,1243,367,5690,606,1016,231,1787,288,4031,472,2016,313,6785,658,1924,324,611,189,397,146
4,Southeast,32380,1026,1048,270,0,45,2,44,7,46,58,75,116,72,52,70,243,165,883,312,196,123,451,159,405,169,433,154,591,192,636,197,5029,564,658,187,1705,323,5053,533,1901,313,7372,600,3493,384,1409,282,639,164
5,Central,22573,759,180,95,0,34,0,34,0,34,31,46,16,40,93,77,46,52,233,147,27,45,72,54,85,98,257,106,170,101,267,101,1970,378,357,149,985,218,3058,393,1166,243,7205,602,3760,415,1621,266,974,214
6,East,39878,1021,313,130,17,52,0,47,0,47,0,47,0,47,40,64,116,116,48,69,30,64,130,78,270,158,112,78,447,170,483,165,2788,438,861,216,1660,289,5568,588,3048,573,14178,857,6094,575,2357,365,1318,257
7,Northeast,45645,937,113,89,0,59,0,59,0,59,0,59,36,66,44,81,36,66,0,59,0,59,126,104,55,72,67,86,125,89,197,100,2889,422,409,138,1077,209,4336,431,2358,457,17175,807,9215,582,3892,403,3495,380
8,North,30108,772,350,114,0,43,0,43,17,49,0,43,23,45,10,44,50,85,59,84,23,48,136,94,177,107,287,145,497,216,712,187,3577,510,814,223,1667,283,3649,432,2412,350,9410,592,4083,401,928,203,1227,248
9,Northwest,53911,1160,327,159,15,59,0,54,111,135,0,54,20,56,53,84,46,59,201,114,47,66,292,133,150,99,321,147,426,178,638,200,5586,568,986,230,2688,374,7535,656,4091,466,18866,881,8058,617,1995,288,1459,282
10,Ballard,34547,752,56,82,0,43,8,44,0,43,0,43,19,50,52,62,24,49,83,76,13,45,154,98,92,63,236,111,290,137,257,135,3446,524,403,143,1419,302,4288,457,2914,437,13035,753,5100,520,1507,276,1151,240
11,Lake Union,33554,979,186,113,0,42,0,42,8,42,0,42,0,42,4,39,12,43,14,44,18,46,62,59,63,57,135,105,186,85,217,115,1720,292,478,159,1147,267,3991,465,2140,339,14024,780,5783,515,1845,294,1521,265
12,Magnolia/Queen Anne,44583,940,114,105,0,51,0,51,0,51,2,48,0,51,0,51,1,48,14,53,4,50,53,58,58,61,41,55,218,141,241,110,2524,398,578,196,1577,273,5397,555,2990,444,18120,844,8239,629,3004,397,1408,265
13,Downtown,14754,700,313,122,0,29,0,29,11,32,10,29,79,72,128,87,51,48,123,68,72,49,263,169,271,121,281,136,108,77,262,117,1235,276,499,167,895,233,1758,307,794,200,4466,471,1998,312,610,185,527,199
