area_id,area_name,b19202f001,b19202f001_moe
2,Delridge Neighborhoods,27619,23450
6,East,50312,594124
7,Northeast,85446,13254
8,North,22647,17064
9,Northwest,94816,73286
11,Lake Union,111976,50054
12,Magnolia/Queen Anne,180256,68984
13,Downtown,64338,1967
