area_id,area_name,b13001001,b13001001_moe,b13001002,b13001002_moe,b13001003,b13001003_moe,b13001004,b13001004_moe,b13001005,b13001005_moe,b13001006,b13001006_moe,b13001007,b13001007_moe,b13001008,b13001008_moe,b13001009,b13001009_moe
1,Southwest,12590,583,5999,376,0,48,1983,293,4016,323,6591,571,776,183,3027,431,2788,355
2,Delridge Neighborhoods,9755,599,4061,364,2,38,1674,267,2385,304,5694,551,847,247,2684,386,2163,309
3,Greater Duwamish,11500,695,5522,426,0,45,2330,354,3192,337,5978,654,1219,257,2924,385,1835,391
4,Southeast,11462,634,4997,440,10,44,1749,316,3238,367,6465,604,1062,244,2824,441,2579,394
5,Central,8684,531,3077,295,21,41,1186,232,1870,242,5607,547,586,195,3401,403,1620,299
6,East,16443,797,4123,451,0,47,2309,380,1814,274,12320,751,1368,280,8263,625,2689,395
7,Northeast,25534,1155,7553,422,34,64,2360,307,5159,330,17981,1132,5276,635,10725,973,1980,291
8,North,10437,571,4357,346,0,43,1720,285,2637,255,6080,553,826,204,3415,421,1839,296
9,Northwest,20187,782,9137,534,26,59,3843,465,5268,394,11050,767,876,203,6819,643,3355,424
10,Ballard,12448,600,5749,397,0,43,2379,333,3370,311,6699,613,795,196,3756,484,2148,316
11,Lake Union,14982,886,4139,385,0,42,2158,316,1981,245,10843,873,579,223,7712,764,2552,341
12,Magnolia/Queen Anne,17971,965,6922,468,0,51,2729,352,4193,369,11049,947,1425,307,7007,865,2617,347
13,Downtown,4278,428,1480,262,0,29,521,174,959,200,2798,374,111,77,1725,308,962,211
