area_id,area_name,b11005001,b11005001_moe,b11005002,b11005002_moe,b11005003,b11005003_moe,b11005004,b11005004_moe,b11005005,b11005005_moe,b11005006,b11005006_moe,b11005007,b11005007_moe,b11005008,b11005008_moe,b11005009,b11005009_moe,b11005010,b11005010_moe,b11005011,b11005011_moe,b11005012,b11005012_moe,b11005013,b11005013_moe,b11005014,b11005014_moe,b11005015,b11005015_moe,b11005016,b11005016_moe,b11005017,b11005017_moe,b11005018,b11005018_moe,b11005019,b11005019_moe
1,Southwest,23226,383,5545,322,5407,307,4169,271,1238,249,201,93,1037,231,138,106,55,74,83,89,17681,462,6208,420,5409,401,799,198,261,125,538,158,11473,547,4917,446,6556,454
2,Delridge Neighborhoods,14850,356,4117,349,4107,349,2371,272,1736,280,377,125,1359,257,10,39,0,38,10,39,10733,433,3791,383,2835,327,956,233,381,172,575,165,6942,448,3420,380,3522,346
3,Greater Duwamish,16086,331,5432,348,5419,348,3460,349,1959,303,506,156,1453,280,13,49,13,49,0,45,10654,407,4604,368,3165,319,1439,252,559,172,880,204,6050,421,3471,368,2579,321
4,Southeast,17612,387,5494,382,5431,381,3212,346,2219,334,479,165,1740,312,63,80,0,45,63,80,12118,493,5267,406,3818,369,1449,271,472,156,977,224,6851,501,3264,395,3587,393
5,Central,13921,329,2825,292,2746,286,1865,255,881,229,157,89,724,210,79,109,12,37,67,108,11096,374,3081,296,2447,269,634,169,161,100,473,145,8015,423,3802,398,4213,367
6,East,29701,474,2376,279,2344,276,1632,246,712,175,131,72,581,175,32,62,26,62,6,46,27325,536,4570,426,4102,400,468,160,227,117,241,118,22755,633,11701,641,11054,616
7,Northeast,30311,401,6725,290,6699,291,5569,281,1130,198,302,117,828,166,26,63,0,59,26,63,23586,480,8040,434,6742,390,1298,241,416,142,882,197,15546,569,7520,508,8026,487
8,North,19461,351,3945,328,3897,323,2714,264,1183,255,252,111,931,235,48,73,8,42,40,74,15516,430,5268,374,4094,349,1174,218,521,171,653,159,10248,512,4984,437,5264,434
9,Northwest,33168,437,6864,389,6797,388,5397,350,1400,250,362,131,1038,218,67,76,39,62,28,69,26304,535,8655,515,7293,499,1362,235,283,104,1079,217,17649,629,7842,568,9807,569
10,Ballard,21236,330,4569,303,4549,306,3527,293,1022,219,362,147,660,170,20,51,0,43,20,51,16667,420,5990,429,5156,402,834,208,214,114,620,171,10677,494,4951,432,5726,465
11,Lake Union,24520,524,2607,247,2531,233,1848,199,683,183,245,127,438,138,76,101,0,42,76,101,21913,541,4146,402,3540,358,606,204,312,175,294,100,17767,625,9554,596,8213,560
12,Magnolia/Queen Anne,29974,461,5043,349,5016,349,4322,333,694,187,167,94,527,169,27,55,20,55,7,51,24931,542,7130,484,6536,461,594,156,155,86,439,139,17801,653,7768,572,10033,579
13,Downtown,11410,381,564,137,564,137,362,105,202,99,47,59,155,83,0,29,0,29,0,29,10846,385,1737,272,1614,261,123,80,46,62,77,54,9109,425,5664,404,3445,351
