area_id,area_name,b19313d001,b19313d001_moe
1,Southwest,102015800,22985831
2,Delridge Neighborhoods,146177600,21919403
3,Greater Duwamish,423452700,33690221
4,Southeast,253336900,30107637
5,Central,129302800,27383936
6,East,173491200,32133719
7,Northeast,319605100,45768019
8,North,188951800,31729528
9,Northwest,232034200,30817716
10,Ballard,84386200,18571908
11,Lake Union,243747400,77676363
12,Magnolia/Queen Anne,215850100,35930999
13,Downtown,118402400,29434208
