area_id,area_name,b08135001,b08135001_moe,b08135002,b08135002_moe,b08135003,b08135003_moe,b08135004,b08135004_moe,b08135005,b08135005_moe,b08135006,b08135006_moe,b08135007,b08135007_moe,b08135008,b08135008_moe,b08135009,b08135009_moe,b08135010,b08135010_moe
1,Southwest,718340,32379,12200,1834,21215,3965,50115,6197,87435,8679,53420,8072,141055,14482,87910,13147,126330,18047,138665,24181
2,Delridge Neighborhoods,480180,29404,6105,1463,22315,3535,43065,5945,53450,7691,34110,6463,86010,11334,55730,9816,72835,13979,106570,23641
3,Greater Duwamish,433855,32662,5555,1448,19415,3116,40750,6272,55585,8155,31255,7038,92125,11994,43725,9051,59275,15307,86170,20186
4,Southeast,602820,35415,4470,1407,19720,3210,50290,7184,69025,8348,47050,8355,103000,12213,74775,12710,95310,19347,139195,27387
5,Central,230475,17598,3720,952,13335,2499,25330,4493,35125,5408,19125,5147,56790,9975,22315,6245,20140,7193,34595,10384
6,East,511230,27289,11565,2190,28080,4179,69550,7951,90695,10995,41865,8516,85650,12124,39385,8628,53695,12671,90750,21393
7,Northeast,762060,35768,16535,2228,47735,5223,82965,7768,109490,10618,55765,8323,159240,16928,77640,11878,89765,13938,122925,22111
8,North,547690,36846,9425,2373,18815,3122,45155,5509,73345,8223,42075,6778,120935,13358,58980,10137,72545,13084,106420,30591
9,Northwest,982975,38044,13370,2021,48145,5241,82370,7978,134980,11021,76910,9239,208225,18027,139815,16083,114140,15880,165040,28601
10,Ballard,669495,31635,9725,1810,31060,4494,45660,6376,83500,9570,44070,7679,150225,17559,106110,12857,110665,16170,88475,18924
11,Lake Union,596835,31868,13420,2015,36440,4519,75880,8586,86320,9658,49660,8220,123005,14159,83640,14491,66725,14072,61755,15222
12,Magnolia/Queen Anne,750390,34461,17800,2905,50335,6426,78905,9735,99210,9803,55810,9146,155730,15901,96355,14207,89365,14920,106880,23458
13,Downtown,98175,12710,2815,1034,8085,1954,11115,2849,17300,6037,8575,3336,17760,4801,11980,5000,11070,5867,9480,6912
