area_id,area_name,b16006001,b16006001_moe,b16006002,b16006002_moe,b16006003,b16006003_moe,b16006004,b16006004_moe,b16006005,b16006005_moe,b16006006,b16006006_moe,b16006007,b16006007_moe,b16006008,b16006008_moe
1,Southwest,2024,498,1143,357,845,331,683,293,97,87,47,57,18,54,36,73
2,Delridge Neighborhoods,4067,708,1387,349,2647,687,1165,366,647,196,480,256,355,234,33,49
3,Greater Duwamish,4143,816,990,396,3120,779,1385,423,565,245,834,361,336,175,33,51
4,Southeast,3365,769,942,397,2340,680,1190,411,316,155,692,340,142,130,83,89
5,Central,1485,347,663,172,788,293,445,160,198,135,132,141,13,33,34,63
6,East,3133,514,1645,296,1423,420,893,270,362,291,100,76,68,87,65,68
7,Northeast,2639,451,1363,294,1239,345,1062,313,130,96,46,66,1,56,37,61
8,North,2735,570,896,240,1785,522,677,230,363,166,364,170,381,221,54,68
9,Northwest,3886,667,1745,346,2036,549,1215,363,531,209,246,145,44,67,105,105
10,Ballard,2017,455,955,253,1020,397,697,256,132,153,143,124,48,68,42,62
11,Lake Union,1996,337,1024,236,935,239,759,219,129,89,30,51,17,48,37,70
12,Magnolia/Queen Anne,2458,489,1489,384,968,295,678,235,239,149,14,53,37,98,1,50
13,Downtown,735,243,433,166,302,154,175,117,63,76,64,79,0,29,0,29
