area_id,area_name,b14003001,b14003001_moe,b14003002,b14003002_moe,b14003003,b14003003_moe,b14003004,b14003004_moe,b14003005,b14003005_moe,b14003006,b14003006_moe,b14003007,b14003007_moe,b14003008,b14003008_moe,b14003009,b14003009_moe,b14003010,b14003010_moe,b14003011,b14003011_moe,b14003012,b14003012_moe,b14003013,b14003013_moe,b14003014,b14003014_moe,b14003015,b14003015_moe,b14003016,b14003016_moe,b14003017,b14003017_moe,b14003018,b14003018_moe,b14003019,b14003019_moe,b14003020,b14003020_moe,b14003021,b14003021_moe,b14003022,b14003022_moe,b14003023,b14003023_moe,b14003024,b14003024_moe,b14003025,b14003025_moe,b14003026,b14003026_moe,b14003027,b14003027_moe,b14003028,b14003028_moe,b14003029,b14003029_moe,b14003030,b14003030_moe,b14003031,b14003031_moe,b14003032,b14003032_moe,b14003033,b14003033_moe,b14003034,b14003034_moe,b14003035,b14003035_moe,b14003036,b14003036_moe,b14003037,b14003037_moe,b14003038,b14003038_moe,b14003039,b14003039_moe,b14003040,b14003040_moe,b14003041,b14003041_moe,b14003042,b14003042_moe,b14003043,b14003043_moe,b14003044,b14003044_moe,b14003045,b14003045_moe,b14003046,b14003046_moe,b14003047,b14003047_moe,b14003048,b14003048_moe,b14003049,b14003049_moe,b14003050,b14003050_moe,b14003051,b14003051_moe,b14003052,b14003052_moe,b14003053,b14003053_moe,b14003054,b14003054_moe,b14003055,b14003055_moe,b14003056,b14003056_moe,b14003057,b14003057_moe
1,Southwest,47652,1038,22110,753,2567,390,126,77,432,139,732,208,542,168,88,67,157,85,279,133,211,97,1492,262,238,92,445,135,293,120,238,96,40,53,26,55,120,95,92,69,18051,621,380,139,22,50,16,46,0,48,34,54,317,110,3297,397,13985,554,25542,802,3434,427,132,102,1096,255,729,195,338,119,160,79,232,95,458,165,289,115,1904,333,271,122,537,150,318,124,181,87,41,63,72,95,336,151,148,79,20204,626,142,98,126,114,32,54,0,48,56,63,516,197,3396,378,15936,564
2,Delridge Neighborhoods,32692,990,16338,703,3321,386,129,91,897,209,729,187,516,166,358,130,312,141,262,119,118,77,569,175,75,64,184,97,18,40,137,80,26,53,9,41,62,53,58,55,12448,615,280,129,11,40,13,42,0,38,73,68,717,239,3064,420,8290,473,16354,707,3176,466,39,44,524,184,794,201,506,181,283,167,280,127,516,191,234,114,529,163,81,66,105,76,62,57,31,43,12,40,71,59,36,48,131,92,12649,514,169,99,46,66,0,38,0,38,17,39,436,152,3019,378,8962,443
3,Greater Duwamish,45315,1655,22845,1158,4721,552,243,163,1131,273,1057,242,740,189,340,130,639,210,411,145,160,90,771,207,95,93,152,92,75,78,41,61,0,45,147,100,156,103,105,86,17353,948,573,222,5,43,40,64,24,50,40,54,1093,253,3399,476,12179,768,22470,1016,5310,615,212,122,1210,276,1536,310,572,186,462,152,515,170,534,194,269,129,627,170,102,65,84,90,135,92,72,76,60,64,39,60,109,65,26,51,16533,686,499,190,235,138,68,79,10,46,43,49,689,192,3368,371,11621,568
4,Southeast,43959,1457,21086,1040,4362,684,91,76,1072,267,1295,299,821,238,298,146,322,134,202,129,261,129,959,249,130,100,242,100,168,84,80,58,108,90,52,73,17,47,162,111,15765,751,311,137,10,47,13,45,2,44,102,92,615,214,2381,418,12331,626,22873,878,4562,538,59,61,1150,268,1121,254,468,169,333,141,629,197,356,160,446,164,1006,207,164,78,208,98,225,90,122,93,30,47,68,65,93,100,96,64,17305,731,234,113,34,54,43,61,0,45,119,79,840,241,2587,363,13448,632
5,Central,28632,972,13535,741,1786,321,29,56,505,184,380,160,127,73,74,57,211,101,232,113,228,112,825,253,116,74,141,86,54,50,0,34,29,38,178,179,219,130,88,57,10924,631,94,74,18,36,0,34,0,34,129,129,559,189,2440,392,7684,504,15097,726,2025,347,113,87,381,131,390,132,259,115,67,54,205,102,474,193,136,72,1469,299,138,72,212,124,198,130,108,69,57,60,307,131,340,140,109,91,11603,612,172,85,14,39,0,34,0,34,116,123,678,194,2583,327,8040,497
6,East,50347,1173,26444,975,3260,494,52,71,368,124,272,139,212,106,197,112,629,248,1216,275,314,141,1933,293,92,64,191,96,190,99,107,74,280,79,611,192,371,133,91,66,21251,899,166,98,7,46,0,47,4,46,167,113,1381,285,6860,720,12666,719,23903,880,3005,466,64,72,304,110,165,82,125,83,275,216,595,189,1210,273,267,111,2617,322,152,115,173,76,201,89,109,67,757,167,741,190,293,114,191,101,18281,767,34,61,33,52,0,47,8,48,94,70,1713,319,6020,606,10379,629
7,Northeast,77110,1818,37462,1325,13315,1145,51,66,1287,219,804,164,408,134,3147,517,5632,946,1637,269,349,129,2423,316,562,152,498,145,478,137,279,115,236,90,211,109,95,80,64,71,21724,737,151,78,37,58,23,61,23,63,37,67,1299,338,4496,515,15658,501,39648,1226,13506,950,129,81,1128,184,908,182,689,173,3824,592,5076,681,1401,290,351,114,2898,379,378,132,484,128,526,144,274,112,417,126,357,185,265,104,197,96,23244,750,170,79,63,76,0,59,0,59,106,83,1773,427,4213,432,16919,558
8,North,38549,1033,19295,797,3766,477,51,50,533,158,791,203,426,123,217,162,721,254,709,216,318,132,762,194,109,67,176,79,100,63,32,47,39,52,91,68,156,128,59,59,14767,695,52,51,87,77,0,43,74,75,41,62,799,220,3792,529,9922,475,19254,728,3375,427,79,67,602,172,422,136,384,123,283,145,613,202,594,163,398,114,1047,226,191,100,235,99,88,58,44,63,25,49,248,145,140,80,76,57,14832,588,128,91,73,83,0,43,27,52,63,61,597,195,2943,356,11001,473
9,Northwest,67313,1369,32547,999,5135,565,125,93,1067,250,998,232,465,154,248,115,678,209,1211,302,343,132,1794,340,419,120,394,120,350,151,115,78,40,57,223,155,148,114,105,87,25618,846,193,112,88,74,0,54,10,55,180,118,1270,303,6561,594,17316,667,34766,916,4994,482,74,67,942,206,712,166,275,110,301,131,738,194,1207,262,745,221,1897,303,282,119,423,147,351,133,164,95,8,54,194,118,348,144,127,73,27875,790,222,137,87,98,36,57,59,85,95,89,1576,360,6599,598,19201,642
10,Ballard,42793,990,21102,738,3231,416,57,54,686,173,701,186,347,148,190,95,345,143,656,200,249,118,1006,207,248,92,162,79,280,117,109,93,0,43,46,58,56,62,105,68,16865,622,181,99,55,51,0,43,30,50,68,74,709,225,4418,512,11404,479,21691,712,2983,410,74,64,576,156,377,137,438,146,36,46,235,113,831,227,416,141,1390,257,320,118,360,113,192,95,157,92,70,65,30,51,102,99,159,91,17318,645,143,74,13,45,0,43,0,43,94,92,917,332,4020,428,12131,499
