area_id,area_name,b13010001,b13010001_moe,b13010002,b13010002_moe,b13010003,b13010003_moe,b13010004,b13010004_moe,b13010005,b13010005_moe,b13010006,b13010006_moe,b13010007,b13010007_moe,b13010008,b13010008_moe,b13010009,b13010009_moe,b13010010,b13010010_moe,b13010011,b13010011_moe,b13010012,b13010012_moe,b13010013,b13010013_moe,b13010014,b13010014_moe,b13010015,b13010015_moe,b13010016,b13010016_moe,b13010017,b13010017_moe,b13010018,b13010018_moe,b13010019,b13010019_moe
1,Southwest,12580,581,659,174,580,164,0,48,24,54,556,162,79,67,11,50,0,48,68,66,11921,579,5419,375,129,71,96,73,5194,373,6502,571,813,233,728,213,4961,482
2,Delridge Neighborhoods,9737,599,707,200,492,170,54,69,82,77,356,143,215,108,74,62,64,87,77,64,9030,619,3566,352,291,123,421,173,2854,306,5464,542,1313,328,803,220,3348,410
3,Greater Duwamish,11442,697,797,222,642,197,100,101,105,89,437,162,155,105,68,71,37,69,50,72,10645,708,4854,409,456,158,780,185,3618,386,5791,649,1301,331,1099,277,3391,542
4,Southeast,11452,634,674,191,629,186,86,93,193,135,350,113,45,61,13,48,0,45,32,54,10778,664,4368,432,602,203,581,198,3185,369,6410,611,1149,304,1233,363,4028,454
5,Central,8665,533,493,169,451,160,77,90,0,34,374,135,42,62,21,58,11,38,10,36,8172,553,2624,279,109,78,170,80,2345,264,5548,540,1028,247,1164,335,3356,381
6,East,15312,752,510,205,404,192,76,102,93,136,235,109,106,84,40,67,15,50,51,63,14802,751,3694,422,114,84,288,131,3292,399,11108,710,2510,379,1890,317,6708,552
7,Northeast,20803,1031,903,193,765,171,15,56,59,90,691,159,138,104,50,69,65,94,23,61,19900,1042,6772,429,281,150,419,162,6072,374,13128,995,5073,733,1654,303,6401,581
8,North,10424,572,421,134,311,109,31,54,49,74,231,83,110,91,41,67,27,60,42,61,10003,575,4046,336,197,87,420,155,3429,304,5957,541,1312,302,1159,265,3486,431
9,Northwest,20171,783,1248,255,1084,228,119,95,165,125,800,179,164,116,124,112,0,54,40,61,18923,796,8049,517,351,147,355,144,7343,495,10874,764,1799,336,1786,363,7289,593
10,Ballard,12429,600,739,189,676,182,0,43,9,43,667,182,63,54,22,44,10,44,31,52,11690,641,5073,401,144,77,189,111,4740,402,6617,613,768,235,1097,326,4752,499
11,Lake Union,14921,886,400,135,352,130,0,42,0,42,352,130,48,55,12,42,15,44,21,49,14521,898,3787,383,79,58,151,82,3557,375,10734,872,2662,494,1711,356,6361,561
12,Magnolia/Queen Anne,16751,924,777,205,709,199,14,54,61,93,634,184,68,74,10,55,0,51,58,71,15974,936,6213,461,131,88,284,134,5798,455,9761,893,1390,455,1233,287,7138,633
13,Downtown,4215,419,87,69,87,69,60,65,0,29,27,40,0,29,0,29,0,29,0,29,4128,421,1393,257,155,89,90,52,1148,227,2735,365,540,173,466,156,1729,311
