area_id,area_name,b01002e001,b01002e001_moe,b01002e002,b01002e002_moe,b01002e003,b01002e003_moe
2,Delridge Neighborhoods,87,38,92,55,120,18
3,Greater Duwamish,69,57,69,43,40,69
4,Southeast,69,18,97,40,32,66
9,Northwest,58,12,58,27,50,0
10,Ballard,20,11,22,12,19,10
