area_id,area_name,b17019001,b17019001_moe,b17019002,b17019002_moe,b17019003,b17019003_moe,b17019004,b17019004_moe,b17019005,b17019005_moe,b17019006,b17019006_moe,b17019007,b17019007_moe,b17019008,b17019008_moe,b17019009,b17019009_moe,b17019010,b17019010_moe,b17019011,b17019011_moe,b17019012,b17019012_moe,b17019013,b17019013_moe,b17019014,b17019014_moe,b17019015,b17019015_moe,b17019016,b17019016_moe,b17019017,b17019017_moe,b17019018,b17019018_moe,b17019019,b17019019_moe,b17019020,b17019020_moe,b17019021,b17019021_moe,b17019022,b17019022_moe,b17019023,b17019023_moe
1,Southwest,11615,463,302,125,202,91,131,76,71,67,100,92,19,55,0,48,19,55,81,85,19,54,62,82,11313,474,9376,453,7969,413,1407,273,1937,304,443,149,242,89,201,123,1494,266,730,184,764,200
2,Delridge Neighborhoods,7898,410,892,207,314,132,0,38,314,132,578,183,46,52,0,38,46,52,532,180,26,45,506,178,7006,410,4892,387,3469,301,1423,279,2114,308,712,203,376,130,336,164,1402,244,646,142,756,210
3,Greater Duwamish,10023,429,1230,254,484,153,102,68,382,145,746,200,130,87,38,53,92,82,616,187,113,70,503,176,8793,432,6141,418,4255,357,1886,309,2652,366,935,214,449,153,486,157,1717,325,1017,213,700,245
4,Southeast,10698,475,1216,275,499,195,150,82,349,176,717,204,211,104,33,54,178,97,506,181,65,77,441,168,9482,490,6531,452,5346,370,1185,283,2951,390,740,200,340,126,400,157,2211,346,1437,277,774,243
5,Central,5827,366,465,178,202,122,56,49,146,117,263,130,48,65,0,34,48,65,215,115,78,79,137,91,5362,341,4110,315,3228,294,882,200,1252,248,270,103,159,82,111,84,982,231,383,135,599,195
6,East,6914,493,531,155,126,69,0,47,126,69,405,146,60,63,0,47,60,63,345,146,16,51,329,144,6383,481,5608,459,3084,288,2524,388,775,191,298,124,54,58,244,119,477,160,136,72,341,147
7,Northeast,14739,465,600,151,168,84,61,66,107,74,432,135,191,103,20,60,171,102,241,98,68,70,173,87,14139,454,12143,448,10143,398,2000,285,1996,289,527,156,356,128,171,99,1469,244,999,190,470,155
8,North,9165,448,755,196,309,110,99,68,210,98,446,169,94,84,11,46,83,82,352,152,0,43,352,152,8410,426,6499,390,4795,314,1704,280,1911,293,679,181,226,92,453,162,1232,247,505,131,727,207
9,Northwest,15452,570,760,200,319,136,96,86,223,117,441,154,67,66,15,53,52,64,374,148,88,76,286,138,14692,570,12371,560,9371,468,3000,397,2321,297,578,153,376,126,202,98,1743,264,1034,187,709,198
10,Ballard,10539,437,288,112,176,88,64,65,112,71,112,75,36,50,10,44,26,49,76,67,11,45,65,65,10251,437,8507,433,6333,336,2174,353,1744,291,540,180,242,108,298,150,1204,227,553,144,651,178
11,Lake Union,6677,455,386,181,135,76,57,56,78,63,251,169,119,145,0,42,119,145,132,97,15,43,117,95,6291,420,5253,395,3323,281,1930,307,1038,220,438,166,158,91,280,142,600,151,317,102,283,111
12,Magnolia/Queen Anne,12146,520,230,98,147,81,92,70,55,62,83,64,16,54,0,51,16,54,67,61,8,50,59,60,11916,520,10711,513,7579,407,3132,406,1205,235,306,117,158,92,148,84,899,209,423,143,476,156
13,Downtown,2301,306,448,154,291,121,14,36,277,117,157,100,63,76,0,29,63,76,94,71,9,31,85,71,1853,266,1685,257,716,198,969,194,168,77,30,39,0,29,30,39,138,69,25,35,113,64
