area_id,area_name,b15002001,b15002001_moe,b15002002,b15002002_moe,b15002003,b15002003_moe,b15002004,b15002004_moe,b15002005,b15002005_moe,b15002006,b15002006_moe,b15002007,b15002007_moe,b15002008,b15002008_moe,b15002009,b15002009_moe,b15002010,b15002010_moe,b15002011,b15002011_moe,b15002012,b15002012_moe,b15002013,b15002013_moe,b15002014,b15002014_moe,b15002015,b15002015_moe,b15002016,b15002016_moe,b15002017,b15002017_moe,b15002018,b15002018_moe,b15002019,b15002019_moe,b15002020,b15002020_moe,b15002021,b15002021_moe,b15002022,b15002022_moe,b15002023,b15002023_moe,b15002024,b15002024_moe,b15002025,b15002025_moe,b15002026,b15002026_moe,b15002027,b15002027_moe,b15002028,b15002028_moe,b15002029,b15002029_moe,b15002030,b15002030_moe,b15002031,b15002031_moe,b15002032,b15002032_moe,b15002033,b15002033_moe,b15002034,b15002034_moe,b15002035,b15002035_moe
1,Southwest,38547,835,17984,625,18,51,50,70,34,56,148,114,0,48,106,98,210,129,124,81,2365,337,907,181,2693,337,1370,238,6609,537,2118,300,840,186,392,145,20563,598,33,54,28,52,9,44,40,51,10,46,152,107,184,118,95,86,2728,342,1113,221,2861,392,1985,321,6724,453,3224,354,916,194,461,134
2,Delridge Neighborhoods,24752,749,11854,551,314,143,9,38,155,105,104,81,95,69,92,69,293,107,278,132,2417,382,797,190,2078,352,1085,216,3136,334,717,162,219,89,65,50,12898,517,278,129,166,121,218,109,292,157,87,66,246,127,209,97,211,113,2061,313,988,204,1960,309,1126,252,3535,355,1145,207,328,125,48,46
3,Greater Duwamish,32337,1102,16410,909,888,231,225,144,605,187,530,178,364,195,278,126,226,109,733,231,3476,463,1071,221,2183,368,945,203,3342,428,983,219,346,126,215,112,15927,612,1077,211,316,187,833,226,556,180,370,150,300,135,269,142,510,225,3230,390,716,171,1848,280,1071,232,3443,406,941,204,265,143,182,111
4,Southeast,32380,1026,15354,722,468,166,69,70,529,252,272,126,201,126,231,133,228,136,437,181,2838,440,866,221,2498,390,748,188,3438,370,1476,250,745,169,310,111,17026,674,580,174,166,90,597,215,375,151,204,114,202,85,363,130,199,89,2849,378,839,209,2555,380,1153,239,3934,409,2017,274,664,189,329,121
5,Central,22573,759,10891,634,23,38,61,67,121,87,43,49,10,36,93,64,77,73,116,69,1218,269,521,159,1370,264,564,186,3520,401,1727,274,804,171,623,167,11682,553,157,87,79,66,158,97,56,43,75,97,164,79,93,73,151,77,1109,272,464,151,1688,305,602,168,3685,414,2033,269,817,176,351,121
6,East,39878,1021,21518,869,99,73,39,65,132,125,138,89,207,154,54,54,314,150,316,146,2149,371,871,207,3339,462,1543,494,7586,626,2880,378,1180,210,671,152,18360,770,214,109,18,46,32,53,22,50,63,65,58,71,133,91,167,83,1500,302,789,198,2229,380,1505,325,6592,590,3214,397,1177,244,647,191
7,Northeast,45645,937,22299,695,76,75,24,67,36,66,61,92,22,61,53,84,64,77,104,77,1632,314,612,169,2008,288,1148,331,8167,567,3937,375,2213,283,2142,272,23346,681,37,65,56,79,0,59,65,75,33,61,14,61,61,72,93,74,1666,267,465,117,2328,307,1210,313,9008,529,5278,414,1679,233,1353,213
8,North,30108,772,14956,634,138,68,0,43,13,44,46,50,138,96,211,128,184,118,379,148,2170,409,913,209,2029,319,1013,270,4614,407,1913,267,475,137,720,168,15152,514,212,81,50,52,96,111,113,91,39,53,76,82,313,179,333,117,2221,365,754,200,1620,250,1399,223,4796,416,2170,253,453,135,507,147
9,Northwest,53911,1160,25684,817,166,134,165,148,110,83,148,101,79,74,173,97,115,71,422,155,2879,372,1079,226,3803,421,1894,308,9118,618,3764,414,1016,177,753,176,28227,784,161,101,34,60,137,96,191,99,71,68,148,95,311,166,216,114,3693,426,1609,281,3732,429,2197,333,9748,603,4294,416,979,194,706,189
10,Ballard,34547,752,16888,577,30,59,52,62,22,54,63,56,27,52,124,78,186,113,133,81,1749,388,726,204,2051,313,1439,289,6453,515,2480,344,749,168,604,149,17659,553,26,51,27,51,85,75,104,85,65,57,112,89,104,83,124,86,2100,363,693,179,2237,338,1475,261,6582,515,2620,329,758,174,547,177
11,Lake Union,33554,979,17773,742,93,71,0,42,12,43,40,52,50,58,46,60,109,64,155,104,1230,251,685,205,2576,404,982,247,7535,567,2579,353,879,186,802,169,15781,694,93,80,12,39,14,44,40,54,13,40,89,95,77,58,62,59,968,218,462,169,1415,257,1158,263,6489,522,3204,376,966,217,719,186
12,Magnolia/Queen Anne,44583,940,21651,709,76,100,0,51,0,51,43,56,30,58,30,53,189,137,147,96,1618,317,650,184,2569,369,1314,308,8682,591,3876,429,1698,270,729,193,22932,686,38,57,2,48,15,50,14,53,28,55,11,53,29,56,94,69,1484,295,927,205,2828,372,1676,295,9438,606,4363,405,1306,246,679,181
13,Downtown,14754,700,8824,574,101,77,127,80,73,63,200,113,209,113,251,134,84,70,158,86,1179,281,586,176,1135,252,487,162,2581,373,1026,246,393,150,234,121,5930,435,212,92,101,76,101,56,135,97,62,45,30,37,24,34,104,68,555,176,309,147,623,167,307,126,1885,264,972,186,217,91,293,154
