area_id,area_name,b19313c001,b19313c001_moe
1,Southwest,8121000,4528118
3,Greater Duwamish,7161600,6570349
4,Southeast,5174500,4438913
5,Central,2147100,2239171
6,East,8146900,3517263
7,Northeast,2314000,2558288
8,North,6092900,3794432
9,Northwest,15907600,11608657
10,Ballard,2833100,2367027
11,Lake Union,7011300,4462995
12,Magnolia/Queen Anne,19786100,11698461
13,Downtown,1804700,1845050
