area_id,area_name,b22007001,b22007001_moe,b22007002,b22007002_moe,b22007003,b22007003_moe,b22007004,b22007004_moe,b22007005,b22007005_moe,b22007006,b22007006_moe,b22007007,b22007007_moe,b22007008,b22007008_moe,b22007009,b22007009_moe,b22007010,b22007010_moe,b22007011,b22007011_moe,b22007012,b22007012_moe,b22007013,b22007013_moe,b22007014,b22007014_moe,b22007015,b22007015_moe,b22007016,b22007016_moe,b22007017,b22007017_moe,b22007018,b22007018_moe,b22007019,b22007019_moe,b22007020,b22007020_moe,b22007021,b22007021_moe,b22007022,b22007022_moe,b22007023,b22007023_moe,b22007024,b22007024_moe,b22007025,b22007025_moe,b22007026,b22007026_moe,b22007027,b22007027_moe,b22007028,b22007028_moe,b22007029,b22007029_moe,b22007030,b22007030_moe,b22007031,b22007031_moe,b22007032,b22007032_moe,b22007033,b22007033_moe,b22007034,b22007034_moe,b22007035,b22007035_moe,b22007036,b22007036_moe,b22007037,b22007037_moe,b22007038,b22007038_moe,b22007039,b22007039_moe,b22007040,b22007040_moe,b22007041,b22007041_moe,b22007042,b22007042_moe,b22007043,b22007043_moe
1,Southwest,11615,463,297,104,145,70,51,54,54,57,40,56,40,56,0,48,0,48,0,48,0,48,152,87,31,58,23,58,8,48,0,48,0,48,121,80,0,48,73,63,38,54,10,49,11318,463,9433,450,938,175,1545,238,6273,422,6089,425,184,104,677,151,663,150,14,50,1885,308,431,146,40,54,175,84,216,118,0,48,1454,273,227,127,912,227,275,103,40,57
2,Delridge Neighborhoods,7898,410,1319,249,560,169,74,73,200,110,221,108,206,107,15,38,65,60,40,49,25,52,759,213,49,50,17,45,21,42,3,37,8,39,710,209,219,120,303,147,163,93,25,43,6579,411,4646,373,207,80,932,189,2982,329,2876,329,106,63,525,135,423,122,102,72,1933,311,709,203,22,43,288,134,309,159,90,74,1224,245,71,63,727,205,355,135,71,60
3,Greater Duwamish,10023,429,2184,308,1062,203,173,97,345,129,328,134,318,134,10,46,216,92,146,79,70,65,1122,240,284,123,39,55,101,78,118,92,26,52,838,231,145,91,626,216,55,63,12,49,7839,449,5563,408,426,135,890,204,3181,352,2887,342,294,108,1066,219,879,191,187,129,2276,327,781,199,36,53,300,121,253,115,192,111,1495,282,118,87,695,202,415,154,267,122
4,Southeast,10698,475,1744,307,701,194,190,118,189,109,203,108,126,93,77,65,119,74,74,61,45,60,1043,244,285,119,98,75,187,99,0,45,0,45,758,226,176,105,400,177,77,88,105,78,8954,507,6329,458,455,116,1495,281,3430,348,3264,338,166,88,949,217,882,211,67,58,2625,378,666,199,46,56,366,149,180,109,74,74,1959,328,109,80,1238,278,578,180,34,62
5,Central,5827,366,536,168,130,71,43,41,20,44,59,59,26,38,33,61,8,33,8,33,0,34,406,157,46,61,14,38,0,34,32,58,0,34,360,150,153,108,179,106,28,55,0,34,5291,354,4182,335,227,87,1025,207,2642,291,2491,288,151,110,288,97,274,96,14,37,1109,226,272,107,0,34,189,95,65,67,18,40,837,209,80,61,538,177,203,99,16,36
6,East,6914,493,627,174,191,96,59,54,60,63,72,79,72,79,0,47,0,47,0,47,0,47,436,151,99,69,11,48,88,67,0,47,0,47,337,150,86,78,210,129,29,59,12,51,6287,477,5543,456,580,130,1214,217,3587,434,3476,429,111,80,162,80,162,80,0,47,744,197,259,118,19,49,110,91,96,81,34,58,485,166,74,65,316,121,82,101,13,48
7,Northeast,14739,465,337,110,101,74,20,60,29,64,40,66,40,66,0,59,12,59,12,59,0,59,236,96,91,71,17,60,42,66,32,64,0,59,145,84,10,60,135,83,0,59,0,59,14402,462,12210,450,1031,167,2667,287,7530,422,7280,419,250,103,982,173,955,172,27,57,2192,302,627,171,46,66,254,109,254,118,73,79,1565,250,86,68,811,166,614,179,54,70
8,North,9165,448,977,225,304,103,109,75,96,66,38,50,38,50,0,43,61,53,61,53,0,43,673,204,159,109,0,43,77,85,82,76,0,43,514,183,129,98,250,126,103,74,32,55,8188,447,6504,402,628,145,1336,235,4060,345,3870,336,190,111,480,122,464,121,16,45,1684,283,614,176,74,79,240,112,235,113,65,72,1070,235,107,90,515,165,369,134,79,91
9,Northwest,15452,570,981,218,326,130,49,66,56,61,153,105,153,105,0,54,68,75,68,75,0,54,655,180,83,68,27,57,46,60,10,54,0,54,572,173,188,125,213,98,155,96,16,55,14471,581,12364,572,895,174,2575,315,8155,511,7887,508,268,100,739,167,675,160,64,65,2107,279,562,152,31,54,359,124,137,92,35,65,1545,244,145,86,924,193,448,144,28,56
10,Ballard,10539,437,350,131,184,86,33,52,45,50,82,69,82,69,0,43,24,49,24,49,0,43,166,107,68,77,0,43,24,49,44,73,0,43,98,78,22,45,62,74,14,47,0,43,10189,444,8499,432,670,136,1466,224,5853,438,5664,429,189,90,510,132,494,130,16,46,1690,279,508,171,43,52,292,126,163,104,10,43,1182,223,111,76,651,160,420,153,0,43
11,Lake Union,6677,455,290,126,122,78,78,68,26,48,18,50,18,50,0,42,0,42,0,42,0,42,168,107,25,47,0,42,17,47,8,42,0,42,143,104,15,46,128,102,0,42,0,42,6387,448,5266,395,241,83,1122,224,3687,362,3662,360,25,49,216,82,202,79,14,45,1121,260,532,213,89,132,254,128,152,115,37,56,589,148,70,57,387,121,132,74,0,42
12,Magnolia/Queen Anne,12146,520,255,105,150,86,63,62,14,51,73,78,73,78,0,51,0,51,0,51,0,51,105,75,0,51,0,51,0,51,0,51,0,51,105,75,9,51,61,61,35,60,0,51,11891,512,10708,507,871,183,2580,344,6804,473,6689,471,115,78,453,138,378,114,75,86,1183,232,322,119,31,59,200,102,81,69,10,51,861,204,25,57,511,161,293,128,32,60
13,Downtown,2301,306,450,130,356,114,199,87,83,63,74,52,74,52,0,29,0,29,0,29,0,29,94,69,39,57,8,31,31,55,0,29,0,29,55,47,6,28,49,46,0,29,0,29,1851,282,1620,258,219,120,224,75,1129,229,1111,229,18,33,48,50,42,49,6,29,231,107,54,64,0,29,32,60,8,30,14,33,177,87,14,33,112,73,9,31,42,49
