area_id,area_name,b11011001,b11011001_moe,b11011002,b11011002_moe,b11011003,b11011003_moe,b11011004,b11011004_moe,b11011005,b11011005_moe,b11011006,b11011006_moe,b11011007,b11011007_moe,b11011008,b11011008_moe,b11011009,b11011009_moe,b11011010,b11011010_moe,b11011011,b11011011_moe,b11011012,b11011012_moe,b11011013,b11011013_moe,b11011014,b11011014_moe,b11011015,b11011015_moe,b11011016,b11011016_moe,b11011017,b11011017_moe,b11011018,b11011018_moe,b11011019,b11011019_moe
1,Southwest,23226,383,11615,463,9578,449,8329,397,1249,247,0,48,2037,315,462,153,328,107,123,113,11,48,1575,276,1161,235,414,159,0,48,11611,546,6116,461,5474,429,21,49
2,Delridge Neighborhoods,14850,356,7898,410,5206,383,4117,326,999,237,90,82,2692,346,758,206,426,152,332,141,0,38,1934,295,1272,219,662,208,0,38,6952,448,3946,356,3006,356,0,38
3,Greater Duwamish,16086,331,10023,429,6625,423,5430,371,1163,263,32,57,3398,387,1065,226,835,201,230,114,0,45,2333,356,1797,295,536,226,0,45,6063,422,3219,354,2815,312,29,54
4,Southeast,17612,387,10698,475,7030,465,5930,385,1055,289,45,54,3668,416,951,222,553,161,372,155,26,50,2717,382,2214,335,503,201,0,45,6914,503,4153,386,2721,374,40,61
5,Central,13921,329,5827,366,4312,336,3515,307,772,204,25,43,1515,273,318,115,208,99,110,81,0,34,1197,255,723,186,474,166,0,34,8094,424,2927,330,5152,368,15,40
6,East,29701,474,6914,493,5734,462,2770,317,2964,384,0,47,1180,232,358,130,75,66,283,120,0,47,822,211,292,115,524,176,6,46,22787,633,2028,325,20733,638,26,53
7,Northeast,30311,401,14739,465,12311,449,10769,397,1495,250,47,61,2428,315,718,179,475,152,232,108,11,59,1710,259,1128,203,546,163,36,76,15572,569,6297,444,9098,482,177,113
8,North,19461,351,9165,448,6808,404,5152,310,1641,298,15,47,2357,336,773,201,233,91,521,179,19,50,1584,288,835,192,693,191,56,81,10296,510,3820,345,6476,457,0,43
9,Northwest,33168,437,15452,570,12690,573,10130,478,2509,368,51,78,2762,323,645,161,471,135,174,98,0,54,2117,291,1459,242,658,181,0,54,17716,630,7317,505,10288,570,111,72
10,Ballard,21236,330,10539,437,8683,437,7048,356,1635,305,0,43,1856,299,576,184,342,134,234,123,0,43,1280,235,731,177,549,167,0,43,10697,494,4980,390,5705,459,12,45
11,Lake Union,24520,524,6677,455,5388,400,3457,277,1931,313,0,42,1289,273,557,215,179,86,378,200,0,42,732,168,378,121,354,121,0,42,17843,631,3381,354,14350,621,112,83
12,Magnolia/Queen Anne,29974,461,12146,520,10858,510,7112,364,3734,411,12,52,1288,240,322,119,193,100,129,82,0,51,966,214,536,155,421,154,9,52,17828,654,3953,375,13835,603,40,58
13,Downtown,11410,381,2301,306,1976,283,226,101,1723,266,27,50,325,125,93,81,31,55,62,65,0,29,232,95,25,35,207,92,0,29,9109,425,168,90,8930,422,11,32
