area_id,area_name,b10054001,b10054001_moe,b10054002,b10054002_moe,b10054003,b10054003_moe,b10054004,b10054004_moe,b10054005,b10054005_moe,b10054006,b10054006_moe,b10054007,b10054007_moe,b10054008,b10054008_moe,b10054009,b10054009_moe,b10054010,b10054010_moe,b10054011,b10054011_moe,b10054012,b10054012_moe,b10054013,b10054013_moe,b10054014,b10054014_moe,b10054015,b10054015_moe,b10054016,b10054016_moe,b10054017,b10054017_moe
1,Southwest,319,147,266,135,84,76,49,63,35,59,182,102,53,64,39,61,0,48,0,48,0,48,39,61,14,51,14,51,14,51,0,48,0,48
2,Delridge Neighborhoods,654,206,252,127,55,62,38,46,17,43,197,119,402,174,16,55,4,53,4,53,0,38,12,41,386,170,64,57,41,47,23,43,322,164
3,Greater Duwamish,1713,344,200,91,125,81,85,74,40,54,75,60,1513,331,236,126,42,54,31,53,11,46,194,120,1277,312,226,150,69,68,157,141,1051,274
4,Southeast,1080,235,423,148,185,109,127,95,58,67,238,120,657,212,171,114,36,58,20,55,16,49,135,108,486,185,172,148,153,146,19,51,314,127
5,Central,140,101,114,92,22,46,16,47,6,33,92,86,26,53,13,39,0,34,0,34,0,34,13,39,13,38,0,34,0,34,0,34,13,38
6,East,143,126,108,91,97,91,23,59,74,83,11,48,35,99,0,47,0,47,0,47,0,47,0,47,35,99,0,47,0,47,0,47,35,99
7,Northeast,297,139,249,129,74,72,40,64,34,67,175,112,48,77,0,59,0,59,0,59,0,59,0,59,48,77,0,59,0,59,0,59,48,77
8,North,501,185,226,109,59,64,27,59,32,50,167,98,275,149,60,76,0,43,0,43,0,43,60,76,215,134,19,48,0,43,19,48,196,133
9,Northwest,622,205,246,113,55,72,27,59,28,61,191,103,376,171,192,152,35,60,16,55,19,59,157,150,184,97,92,95,61,82,31,72,92,86
10,Ballard,290,137,244,122,136,97,47,66,89,81,108,84,46,73,9,44,0,43,0,43,0,43,9,44,37,73,0,43,0,43,0,43,37,73
11,Lake Union,33,54,8,42,0,42,0,42,0,42,8,42,25,54,0,42,0,42,0,42,0,42,0,42,25,54,0,42,0,42,0,42,25,54
12,Magnolia/Queen Anne,251,156,110,89,12,53,0,51,12,53,98,87,141,137,7,50,0,51,0,51,0,51,7,50,134,139,43,78,0,51,43,78,91,88
13,Downtown,34,40,0,29,0,29,0,29,0,29,0,29,34,40,7,30,7,30,7,30,0,29,0,29,27,39,0,29,0,29,0,29,27,39
