area_id,area_name,b25087001,b25087001_moe,b25087002,b25087002_moe,b25087003,b25087003_moe,b25087004,b25087004_moe,b25087005,b25087005_moe,b25087006,b25087006_moe,b25087007,b25087007_moe,b25087008,b25087008_moe,b25087009,b25087009_moe,b25087010,b25087010_moe,b25087011,b25087011_moe,b25087012,b25087012_moe,b25087013,b25087013_moe,b25087014,b25087014_moe,b25087015,b25087015_moe,b25087016,b25087016_moe,b25087017,b25087017_moe,b25087018,b25087018_moe,b25087019,b25087019_moe,b25087020,b25087020_moe,b25087021,b25087021_moe,b25087022,b25087022_moe,b25087023,b25087023_moe,b25087024,b25087024_moe,b25087025,b25087025_moe,b25087026,b25087026_moe,b25087027,b25087027_moe,b25087028,b25087028_moe,b25087029,b25087029_moe
1,Southwest,14808,462,11140,462,0,48,27,51,10,50,26,52,21,51,66,59,99,72,97,65,59,60,678,184,710,168,1987,275,2112,283,1908,276,3340,367,3668,315,14,51,0,48,19,51,16,51,71,58,63,64,283,141,386,128,569,153,685,153,1562,218
2,Delridge Neighborhoods,7724,382,6291,376,0,38,10,39,0,38,20,43,25,44,44,52,129,81,153,83,107,66,391,135,497,135,1843,251,1391,242,864,187,817,183,1433,204,0,38,16,43,25,45,69,59,28,43,45,46,130,77,318,102,295,104,230,111,277,99
3,Greater Duwamish,8359,418,5975,414,18,52,0,45,13,50,0,45,100,78,31,53,113,82,62,60,72,57,451,159,349,120,1759,272,1506,243,686,160,815,198,2384,262,0,45,11,46,111,76,54,58,69,58,83,58,228,88,377,112,439,118,474,147,538,139
4,Southeast,10861,427,8541,431,0,45,0,45,10,46,0,45,40,55,30,52,80,65,81,62,154,108,513,156,764,167,1993,311,1923,297,1102,197,1851,284,2320,264,0,45,17,44,31,47,31,65,47,50,56,54,112,66,290,109,408,113,308,101,1020,188
5,Central,6894,359,5511,372,0,34,0,34,9,36,15,40,0,34,59,51,36,43,66,59,32,46,338,114,362,138,955,195,1051,202,937,201,1651,229,1383,205,0,34,0,34,0,34,57,59,6,33,35,37,38,46,136,66,282,126,167,75,662,144
6,East,8008,453,6038,424,0,47,0,47,0,47,0,47,32,60,66,75,96,63,127,92,0,47,245,110,438,144,1350,282,992,213,894,231,1798,232,1970,265,82,65,51,53,9,47,21,50,78,80,13,50,44,61,94,69,146,91,111,73,1321,210
7,Northeast,16806,426,12154,459,13,61,0,59,30,62,25,62,65,78,74,67,63,64,98,74,298,105,437,135,540,132,1667,235,2025,253,2291,265,4528,350,4652,310,27,65,0,59,75,85,15,62,101,74,33,62,91,70,462,111,610,131,814,162,2424,254
8,North,9074,354,6631,384,0,43,14,47,0,43,13,45,32,49,57,51,31,47,161,83,172,80,430,148,669,147,1368,234,1765,247,1039,188,880,156,2443,259,25,48,0,43,35,56,24,49,92,64,79,58,132,68,415,141,415,119,351,124,875,150
9,Northwest,17569,559,13484,559,0,54,9,54,5,53,19,56,37,61,81,76,132,84,134,99,199,99,720,171,963,193,3049,343,3177,350,2245,295,2714,307,4085,342,34,59,23,56,75,67,105,72,82,87,129,79,104,72,486,142,689,150,789,165,1569,218
10,Ballard,11602,423,8536,417,0,43,0,43,0,43,29,49,108,92,38,50,13,45,8,44,31,49,409,130,659,164,1672,251,2078,277,1571,231,1920,245,3066,304,0,43,0,43,24,46,63,53,52,52,97,65,131,98,253,90,613,161,511,142,1322,209
11,Lake Union,7184,387,5717,399,0,42,0,42,14,46,18,44,8,41,19,43,46,55,27,45,71,58,248,99,165,82,885,189,1490,246,1063,205,1663,229,1467,192,14,45,10,43,0,42,15,41,0,42,58,58,57,53,181,81,223,101,211,78,698,136
12,Magnolia/Queen Anne,14092,515,11037,516,0,51,0,51,14,55,0,51,0,51,59,61,43,59,99,67,124,73,302,106,789,198,1570,280,1959,302,1533,251,4545,383,3055,319,0,51,14,53,0,51,31,58,13,52,11,53,52,67,195,106,297,101,338,108,2104,276
13,Downtown,2175,304,1552,277,0,29,0,29,0,29,0,29,0,29,7,29,33,38,0,29,0,29,0,29,83,67,276,130,350,170,274,123,529,159,623,197,8,29,14,35,0,29,0,29,0,29,0,29,38,65,0,29,28,42,110,101,425,151
