area_id,area_name,b25052001,b25052001_moe,b25052002,b25052002_moe,b25052003,b25052003_moe
1,Southwest,23226,383,23041,395,185,109
2,Delridge Neighborhoods,14850,356,14766,364,84,88
3,Greater Duwamish,16086,331,15876,341,210,98
4,Southeast,17612,387,17532,385,80,63
5,Central,13921,329,13649,333,272,109
6,East,29701,474,29363,489,338,170
7,Northeast,30311,401,29789,415,522,183
8,North,19461,351,19259,358,202,108
9,Northwest,33168,437,32489,477,679,200
10,Ballard,21236,330,20913,371,323,179
11,Lake Union,24520,524,24250,530,270,141
12,Magnolia/Queen Anne,29974,461,29715,484,259,147
13,Downtown,11410,381,11002,392,408,142
