area_id,area_name,b09005001,b09005001_moe,b09005002,b09005002_moe,b09005003,b09005003_moe,b09005004,b09005004_moe,b09005005,b09005005_moe,b09005006,b09005006_moe
1,Southwest,9048,515,8907,504,7209,489,253,113,1445,348,141,110
2,Delridge Neighborhoods,6985,611,6975,611,4327,575,572,208,2076,409,10,39
3,Greater Duwamish,10767,1054,10751,1055,7065,1064,745,271,2941,654,16,52
4,Southeast,10072,820,9973,823,6083,768,722,271,3168,647,99,113
5,Central,4507,458,4427,461,2982,384,225,142,1220,388,80,109
6,East,3880,414,3847,412,2888,378,142,78,817,283,33,61
7,Northeast,11330,464,11304,465,9579,457,506,202,1219,270,26,63
8,North,6155,476,6103,470,4282,420,384,178,1437,352,52,75
9,Northwest,10499,684,10389,687,8527,649,470,190,1392,311,110,113
10,Ballard,7156,465,7117,471,5688,451,523,240,906,259,39,72
11,Lake Union,3814,330,3736,328,2778,295,307,144,651,224,78,101
12,Magnolia/Queen Anne,8134,565,8108,566,7159,574,243,141,706,229,26,55
13,Downtown,1003,413,1003,413,502,189,246,340,255,201,0,29
