area_id,area_name,b19301a001,b19301a001_moe
1,Southwest,460449,21285
2,Delridge Neighborhoods,334717,20166
3,Greater Duwamish,375412,29161
4,Southeast,355977,24319
5,Central,380833,32457
6,East,626788,30082
7,Northeast,786910,40213
8,North,414345,20236
9,Northwest,731883,24586
10,Ballard,374571,14240
11,Lake Union,483961,21903
12,Magnolia/Queen Anne,645200,32358
13,Downtown,324835,41530
