area_id,area_name,b13014001,b13014001_moe,b13014002,b13014002_moe,b13014003,b13014003_moe,b13014004,b13014004_moe,b13014005,b13014005_moe,b13014006,b13014006_moe,b13014007,b13014007_moe,b13014008,b13014008_moe,b13014009,b13014009_moe,b13014010,b13014010_moe,b13014011,b13014011_moe,b13014012,b13014012_moe,b13014013,b13014013_moe,b13014014,b13014014_moe,b13014015,b13014015_moe,b13014016,b13014016_moe,b13014017,b13014017_moe,b13014018,b13014018_moe,b13014019,b13014019_moe,b13014020,b13014020_moe,b13014021,b13014021_moe,b13014022,b13014022_moe,b13014023,b13014023_moe,b13014024,b13014024_moe,b13014025,b13014025_moe,b13014026,b13014026_moe,b13014027,b13014027_moe
1,Southwest,12590,583,659,174,580,164,0,48,32,66,94,71,332,126,122,74,79,67,0,48,0,48,63,64,0,48,16,52,11931,581,5419,375,10,46,377,146,1250,240,2261,281,1521,233,6512,573,770,207,575,193,1845,383,2244,338,1078,242
2,Delridge Neighborhoods,9755,599,707,200,492,170,47,69,71,78,108,99,204,93,62,58,215,108,19,47,40,52,107,96,49,53,0,38,9048,618,3569,352,413,161,603,202,968,205,1155,200,430,119,5479,542,1104,332,698,190,1697,307,1299,259,681,165
3,Greater Duwamish,11500,695,803,222,642,197,152,108,138,111,126,88,89,76,137,92,161,106,21,56,89,91,24,51,22,54,5,44,10697,707,4880,410,1112,254,885,210,1104,252,1236,230,543,164,5817,649,1295,330,955,207,1958,324,1247,272,362,149
4,Southeast,11462,634,674,191,629,186,97,93,153,116,108,92,142,78,129,76,45,61,13,48,20,52,12,47,0,45,0,45,10788,664,4368,432,617,197,678,199,1106,252,1145,235,822,181,6420,611,1250,267,923,259,2156,357,1337,260,754,202
5,Central,8684,531,494,169,451,160,16,40,14,40,82,73,234,126,105,71,43,61,1,32,21,58,0,34,0,34,21,39,8190,553,2626,278,157,97,102,65,479,148,950,189,938,191,5564,540,448,147,513,252,1590,303,1938,325,1075,221
6,East,16443,797,519,206,404,192,11,48,56,99,102,139,167,95,68,69,115,85,19,52,0,47,57,69,16,50,23,59,15924,796,3719,424,93,72,183,94,752,258,1584,280,1107,231,12205,749,400,125,895,248,4142,482,4618,542,2150,332
7,Northeast,25534,1155,952,197,765,171,16,59,0,59,52,66,293,114,404,130,187,111,19,64,20,64,117,100,0,59,31,61,24582,1167,6788,430,29,72,206,113,864,215,2856,307,2833,288,17794,1129,1230,530,1443,256,8877,833,4485,559,1759,290
8,North,10437,571,421,134,311,109,19,47,0,43,82,77,143,68,67,56,110,91,0,43,34,59,64,79,12,46,0,43,10016,574,4046,336,126,69,617,197,875,188,1332,217,1096,201,5970,541,806,222,601,207,2057,379,1678,295,828,191
9,Northwest,20187,782,1248,255,1084,228,54,67,14,58,399,161,388,123,229,103,164,116,4,52,24,57,128,112,8,54,0,54,18939,796,8053,517,162,106,603,180,1592,260,3595,408,2101,273,10886,763,598,174,1439,348,2595,362,4489,530,1765,292
10,Ballard,12448,600,739,189,676,182,0,43,0,43,108,81,419,159,149,76,63,54,0,43,0,43,52,53,11,45,0,43,11709,641,5073,401,163,110,355,194,1067,221,2155,288,1333,223,6636,613,734,195,606,225,1595,289,2619,452,1082,245
11,Lake Union,14982,886,400,135,352,130,0,42,0,42,60,80,97,80,195,89,48,55,1,40,0,42,26,46,21,49,0,42,14582,897,3787,383,20,44,55,69,713,199,1651,257,1348,225,10795,872,365,154,598,191,2934,473,4614,573,2284,342
12,Magnolia/Queen Anne,17971,965,793,207,709,199,0,51,0,51,104,92,267,121,338,144,84,79,10,55,0,51,16,58,44,70,14,53,17178,976,6213,461,31,64,255,149,1119,236,2652,322,2156,303,10965,941,497,157,759,205,3581,615,4742,617,1386,255
13,Downtown,4278,428,87,69,87,69,60,65,0,29,0,29,27,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,4191,430,1393,257,63,49,89,67,265,123,335,128,641,167,2798,374,105,66,237,131,770,212,1233,261,453,156
