area_id,area_name,b99081001,b99081001_moe,b99081002,b99081002_moe,b99081003,b99081003_moe,b99081004,b99081004_moe,b99081005,b99081005_moe
1,Southwest,27930,-1,1133,-1,113,-1,1020,-1,26797,-1
2,Delridge Neighborhoods,18280,-1,1333,-1,102,-1,1231,-1,16947,-1
3,Greater Duwamish,23165,-1,2332,-1,73,-1,2259,-1,20833,-1
4,Southeast,22046,-1,1517,-1,192,-1,1325,-1,20529,-1
5,Central,17277,-1,901,-1,98,-1,803,-1,16376,-1
6,East,32499,-1,1935,-1,79,-1,1856,-1,30564,-1
7,Northeast,42414,-1,2562,-1,79,-1,2483,-1,39852,-1
8,North,22378,-1,1509,-1,90,-1,1419,-1,20869,-1
9,Northwest,40650,-1,2307,-1,151,-1,2156,-1,38343,-1
10,Ballard,27338,-1,1458,-1,41,-1,1417,-1,25880,-1
11,Lake Union,29994,-1,1670,-1,46,-1,1624,-1,28324,-1
12,Magnolia/Queen Anne,36929,-1,2481,-1,44,-1,2437,-1,34448,-1
13,Downtown,9773,-1,642,-1,0,-1,642,-1,9131,-1
