area_id,area_name,b27003001,b27003001_moe,b27003002,b27003002_moe,b27003003,b27003003_moe,b27003004,b27003004_moe,b27003005,b27003005_moe,b27003006,b27003006_moe,b27003007,b27003007_moe,b27003008,b27003008_moe,b27003009,b27003009_moe,b27003010,b27003010_moe,b27003011,b27003011_moe,b27003012,b27003012_moe,b27003013,b27003013_moe,b27003014,b27003014_moe,b27003015,b27003015_moe,b27003016,b27003016_moe,b27003017,b27003017_moe,b27003018,b27003018_moe,b27003019,b27003019_moe,b27003020,b27003020_moe,b27003021,b27003021_moe,b27003022,b27003022_moe,b27003023,b27003023_moe,b27003024,b27003024_moe,b27003025,b27003025_moe,b27003026,b27003026_moe,b27003027,b27003027_moe,b27003028,b27003028_moe,b27003029,b27003029_moe,b27003030,b27003030_moe,b27003031,b27003031_moe,b27003032,b27003032_moe,b27003033,b27003033_moe,b27003034,b27003034_moe,b27003035,b27003035_moe,b27003036,b27003036_moe,b27003037,b27003037_moe,b27003038,b27003038_moe,b27003039,b27003039_moe,b27003040,b27003040_moe,b27003041,b27003041_moe,b27003042,b27003042_moe,b27003043,b27003043_moe,b27003044,b27003044_moe,b27003045,b27003045_moe,b27003046,b27003046_moe,b27003047,b27003047_moe,b27003048,b27003048_moe,b27003049,b27003049_moe,b27003050,b27003050_moe,b27003051,b27003051_moe,b27003052,b27003052_moe,b27003053,b27003053_moe,b27003054,b27003054_moe,b27003055,b27003055_moe,b27003056,b27003056_moe,b27003057,b27003057_moe
1,Southwest,48549,1060,22534,749,1711,287,95,73,1616,281,2462,352,150,103,2312,335,633,158,46,57,587,153,3674,454,98,71,3576,452,4025,351,180,106,3845,340,4274,357,257,132,4017,353,3106,300,419,148,2687,281,1562,229,1449,224,113,71,1087,189,1087,189,0,48,26015,813,1868,348,70,62,1798,346,3007,348,265,116,2742,333,1077,274,58,60,1019,271,4138,433,131,104,4007,433,4321,342,76,60,4245,338,3915,337,176,105,3739,324,3920,357,431,175,3489,334,1909,246,1752,227,157,110,1860,228,1823,226,37,55
2,Delridge Neighborhoods,34224,1046,17099,744,1481,303,597,224,884,196,2341,306,944,222,1397,249,1489,343,81,63,1408,340,3354,417,98,56,3256,414,3076,353,395,130,2681,334,2373,302,252,103,2121,296,1670,246,435,150,1235,217,878,162,845,162,33,43,437,127,437,127,0,38,17125,738,1286,253,350,155,936,212,1877,324,781,252,1096,228,1094,261,217,129,877,231,3561,425,272,138,3289,402,3134,358,506,190,2628,313,2434,263,345,123,2089,246,1901,296,367,115,1534,278,1146,196,1052,188,94,79,692,148,692,148,0,38
3,Greater Duwamish,46942,1787,23664,1220,2126,422,1129,337,997,299,2991,426,1439,283,1552,337,2222,364,107,69,2115,363,3945,518,226,115,3719,491,3760,475,633,205,3127,455,3618,435,628,192,2990,393,2746,419,495,156,2251,377,1254,242,1088,224,166,97,1002,177,971,175,31,55,23278,1093,2013,382,850,254,1163,300,3648,581,2124,536,1524,299,1801,308,293,119,1508,288,3994,405,613,213,3381,366,3317,410,531,207,2786,402,2848,307,412,136,2436,283,2427,301,561,155,1866,277,1355,228,1194,213,161,89,1875,256,1854,256,21,55
4,Southeast,45465,1460,22041,1076,1956,340,838,249,1118,241,3427,549,1481,369,1946,441,1497,350,334,149,1163,321,2595,440,313,162,2282,427,4070,451,332,132,3738,444,3381,403,288,112,3093,385,2815,316,536,160,2279,288,1375,224,1322,222,53,53,925,166,911,166,14,48,23424,885,1557,299,661,215,896,233,3134,397,1130,303,2004,320,2019,357,420,188,1599,321,3025,422,412,194,2613,397,3820,391,485,167,3335,372,3545,379,401,137,3144,360,3315,333,500,164,2815,304,1728,250,1624,245,104,67,1281,217,1263,217,18,56
5,Central,29258,999,13968,737,1001,224,204,123,797,200,1066,258,389,201,677,180,1180,327,48,54,1132,325,2873,452,174,98,2699,442,2658,315,170,97,2488,303,2251,292,182,128,2069,278,1573,250,251,136,1322,222,911,170,874,168,37,46,455,129,455,129,0,34,15290,746,1027,224,240,145,787,198,1413,255,278,140,1135,236,1426,298,122,70,1304,294,3396,381,208,125,3188,364,2486,318,239,137,2247,298,1701,230,186,87,1515,219,1898,285,328,141,1570,236,1026,211,1016,210,10,36,917,167,900,166,17,42
6,East,49404,1211,25214,953,833,205,326,138,507,161,1158,229,204,137,954,183,2999,455,100,85,2899,453,8020,737,202,100,7818,740,4485,519,257,138,4228,500,3217,379,458,176,2759,361,2326,309,523,168,1803,265,1247,227,1121,211,126,91,929,161,920,160,9,48,24190,909,936,266,380,206,556,177,967,200,206,136,761,150,4158,469,115,80,4043,467,7448,634,430,179,7018,611,3156,396,158,116,2998,380,2288,310,377,170,1911,283,2223,318,478,164,1745,271,1596,248,1532,241,64,69,1418,211,1396,213,22,51
7,Northeast,79116,1823,38417,1330,2125,283,149,91,1976,278,3483,325,225,130,3258,303,10545,1157,200,122,10345,1145,6225,573,153,95,6072,560,4827,357,208,106,4619,345,4150,345,220,131,3930,328,3882,302,312,109,3570,291,1905,207,1645,198,260,93,1275,192,1275,192,0,59,40699,1229,2144,269,239,114,1905,246,3691,342,200,104,3491,330,11553,1032,285,220,11268,1008,5879,518,181,120,5698,496,4600,334,198,118,4402,316,4541,345,147,84,4394,336,4061,314,238,96,3823,306,2113,231,1967,225,146,89,2117,322,2091,320,26,63
8,North,39862,1083,19904,821,1134,212,330,148,804,176,1987,286,513,185,1474,250,1895,388,130,97,1765,388,4617,547,192,119,4425,542,2977,342,173,90,2804,328,2775,306,301,121,2474,283,2562,258,411,144,2151,230,976,200,841,180,135,98,981,186,943,182,38,53,19958,765,1440,254,406,159,1034,208,1603,266,347,129,1256,240,1829,337,288,155,1541,303,3677,381,174,109,3503,390,3126,320,287,139,2839,295,2485,302,222,109,2263,285,2827,260,403,136,2424,246,1179,194,1149,192,30,50,1792,245,1792,245,0,43
9,Northwest,69266,1459,33570,1026,2402,343,588,214,1814,269,3072,402,656,253,2416,333,2639,434,142,110,2497,417,7879,640,274,132,7605,628,5780,419,232,101,5548,422,4783,399,468,160,4315,370,3862,379,718,225,3144,325,1598,233,1412,215,186,103,1555,236,1490,221,65,93,35696,976,2208,372,467,246,1741,301,2819,342,450,180,2369,306,2912,492,255,123,2657,477,8146,662,408,227,7738,630,5858,428,312,129,5546,414,4456,407,390,140,4066,388,4474,349,546,167,3928,321,1977,298,1850,289,127,78,2846,294,2802,292,44,74
10,Ballard,44326,1011,21960,755,1628,240,83,60,1545,232,2187,321,337,138,1850,311,1294,265,29,53,1265,265,5113,537,167,170,4946,516,3867,345,51,53,3816,344,3076,302,176,101,2900,298,2877,308,145,80,2732,305,1117,204,1039,200,78,65,801,142,785,140,16,48,22366,725,1494,252,173,119,1321,225,1874,292,203,111,1671,273,1382,372,34,52,1348,368,4953,452,254,183,4699,432,3645,311,123,81,3522,306,3386,344,143,101,3243,331,3076,273,297,102,2779,264,1271,189,1119,176,152,76,1285,205,1285,205,0,43
