area_id,area_name,b99186001,b99186001_moe,b99186002,b99186002_moe,b99186003,b99186003_moe
1,Southwest,45578,-1,1396,-1,44182,-1
2,Delridge Neighborhoods,31812,-1,1103,-1,30709,-1
3,Greater Duwamish,43351,-1,2447,-1,40904,-1
4,Southeast,42463,-1,1496,-1,40967,-1
5,Central,27530,-1,1037,-1,26493,-1
6,East,47882,-1,1522,-1,46360,-1
7,Northeast,75533,-1,3327,-1,72206,-1
8,North,37788,-1,1841,-1,35947,-1
9,Northwest,65301,-1,2740,-1,62561,-1
10,Ballard,41626,-1,1704,-1,39922,-1
11,Lake Union,42508,-1,1264,-1,41244,-1
12,Magnolia/Queen Anne,56146,-1,2182,-1,53964,-1
13,Downtown,16567,-1,700,-1,15867,-1
