area_id,area_name,b99233001,b99233001_moe,b99233002,b99233002_moe,b99233003,b99233003_moe,b99233004,b99233004_moe,b99233005,b99233005_moe
1,Southwest,41109,-1,30866,-1,1057,-1,29809,-1,10243,-1
2,Delridge Neighborhoods,28265,-1,21203,-1,1936,-1,19267,-1,7062,-1
3,Greater Duwamish,37253,-1,26320,-1,3129,-1,23191,-1,10933,-1
4,Southeast,36862,-1,24981,-1,2101,-1,22880,-1,11881,-1
5,Central,25606,-1,19038,-1,1089,-1,17949,-1,6568,-1
6,East,47668,-1,37258,-1,1961,-1,35297,-1,10410,-1
7,Northeast,68827,-1,53172,-1,3976,-1,49196,-1,15655,-1
8,North,34497,-1,25204,-1,2212,-1,22992,-1,9293,-1
9,Northwest,60193,-1,45661,-1,2616,-1,43045,-1,14532,-1
10,Ballard,38122,-1,30861,-1,1576,-1,29285,-1,7261,-1
11,Lake Union,40690,-1,34083,-1,2089,-1,31994,-1,6607,-1
12,Magnolia/Queen Anne,52029,-1,41606,-1,2380,-1,39226,-1,10423,-1
13,Downtown,16437,-1,11234,-1,804,-1,10430,-1,5203,-1
