area_id,area_name,b03002001,b03002001_moe,b03002002,b03002002_moe,b03002003,b03002003_moe,b03002004,b03002004_moe,b03002005,b03002005_moe,b03002006,b03002006_moe,b03002007,b03002007_moe,b03002008,b03002008_moe,b03002009,b03002009_moe,b03002010,b03002010_moe,b03002011,b03002011_moe,b03002012,b03002012_moe,b03002013,b03002013_moe,b03002014,b03002014_moe,b03002015,b03002015_moe,b03002016,b03002016_moe,b03002017,b03002017_moe,b03002018,b03002018_moe,b03002019,b03002019_moe,b03002020,b03002020_moe,b03002021,b03002021_moe
1,Southwest,49334,1084,47121,1087,41446,1088,849,271,311,178,2271,359,131,126,12,50,2101,427,51,62,2050,426,2213,542,1572,483,69,77,50,59,43,63,0,48,322,199,157,134,60,82,97,98
2,Delridge Neighborhoods,34331,1051,29812,1008,17680,886,4621,692,172,151,5530,686,275,182,18,41,1516,342,36,58,1480,334,4519,781,2983,782,73,75,60,67,24,45,0,38,974,447,405,162,181,112,224,114
3,Greater Duwamish,47182,1787,42519,1660,10871,784,8533,1270,316,178,20695,1396,497,307,0,45,1607,390,117,105,1490,373,4663,943,3137,783,28,49,148,117,44,70,0,45,826,452,480,305,48,55,432,304
4,Southeast,45972,1502,42240,1470,16582,886,11466,1196,170,104,11377,983,353,356,400,497,1892,406,7,45,1885,406,3732,867,2383,745,212,184,207,152,33,76,0,45,407,258,490,362,63,76,427,354
5,Central,29698,992,28074,1009,16732,810,6403,867,155,109,2898,432,9,36,140,111,1737,518,0,34,1737,518,1624,402,1198,370,113,89,15,40,14,40,0,34,195,126,89,82,64,78,25,42
6,East,51309,1222,48059,1186,37100,1238,3767,617,661,248,4570,578,50,61,98,78,1813,355,25,53,1788,354,3250,593,2183,568,111,80,111,96,43,66,14,52,556,183,232,111,71,68,161,96
7,Northeast,79252,1825,76479,1813,59631,1689,1758,409,333,164,10967,973,97,80,13,58,3680,495,1,58,3679,494,2773,467,1518,312,0,59,39,65,26,65,8,59,834,324,348,160,208,126,140,110
8,North,40013,1085,37028,1078,26868,971,1968,495,342,228,5918,716,222,167,142,145,1568,377,24,50,1544,376,2985,626,1757,500,0,43,29,54,10,44,25,53,1067,424,97,76,56,59,41,54
9,Northwest,69963,1450,65597,1485,52025,1351,2567,596,428,168,6737,658,295,176,118,78,3427,622,88,79,3339,617,4366,801,2269,541,280,280,167,178,75,71,19,60,1155,391,401,210,214,178,187,134
10,Ballard,44470,1019,42280,990,37721,971,331,196,112,83,2090,362,121,137,85,70,1820,386,0,43,1820,386,2190,491,1355,382,14,46,35,55,41,52,0,43,283,190,462,225,183,153,279,162
11,Lake Union,44304,1326,42115,1291,33800,1212,1272,379,431,174,4596,650,70,92,37,51,1909,378,15,45,1894,377,2189,375,1378,255,19,50,16,46,7,42,0,42,532,257,237,153,143,132,94,87
12,Magnolia/Queen Anne,59677,1403,57044,1380,48398,1378,1526,542,375,180,4264,550,32,60,133,92,2316,513,8,50,2308,513,2633,514,1636,361,25,57,69,81,0,51,0,51,504,203,399,264,306,253,93,87
13,Downtown,17411,916,16668,909,10219,627,1833,579,178,108,3654,529,18,37,0,29,766,236,39,67,727,227,743,244,272,130,49,53,0,29,8,31,0,29,393,163,21,42,0,29,21,42
