area_id,area_name,b19201001,b19201001_moe,b19201002,b19201002_moe,b19201003,b19201003_moe,b19201004,b19201004_moe,b19201005,b19201005_moe,b19201006,b19201006_moe,b19201007,b19201007_moe,b19201008,b19201008_moe,b19201009,b19201009_moe,b19201010,b19201010_moe,b19201011,b19201011_moe,b19201012,b19201012_moe,b19201013,b19201013_moe,b19201014,b19201014_moe,b19201015,b19201015_moe,b19201016,b19201016_moe,b19201017,b19201017_moe
1,Southwest,11611,546,661,204,744,200,593,181,491,170,742,188,720,188,642,196,503,159,620,180,996,208,1191,257,1354,239,903,212,406,130,485,163,560,164
2,Delridge Neighborhoods,6952,448,818,208,433,152,447,141,280,102,512,164,342,111,360,150,377,169,203,104,605,155,775,205,729,198,300,114,252,93,379,168,140,89
3,Greater Duwamish,6063,422,958,198,532,156,445,130,333,140,528,173,323,141,298,125,368,141,233,128,459,139,524,165,364,122,400,122,108,85,47,53,143,79
4,Southeast,6914,503,1034,245,459,158,396,137,435,160,343,164,361,160,361,155,130,71,189,98,741,217,553,176,932,204,460,152,163,84,114,72,243,115
5,Central,8094,424,869,167,507,171,641,215,382,145,398,154,469,190,282,110,385,133,268,103,678,191,660,188,893,230,556,166,402,136,369,116,335,113
6,East,22787,633,2576,347,1435,276,1380,326,1676,333,998,221,1306,274,1266,268,1254,270,933,216,1853,332,1848,299,2399,376,1509,301,932,246,841,230,581,208
7,Northeast,15572,569,2593,343,896,224,774,205,833,215,927,220,704,182,603,169,801,183,615,175,1353,260,1706,312,1281,219,759,175,476,140,400,116,851,209
8,North,10296,510,1482,295,626,190,558,172,862,220,800,237,594,192,583,171,580,162,477,160,844,208,962,203,953,199,341,102,269,110,199,98,166,78
9,Northwest,17716,630,1893,345,1116,234,911,209,1028,236,1084,243,974,228,746,183,971,207,933,235,1157,205,2023,294,1824,308,1218,243,709,195,605,158,524,152
10,Ballard,10697,494,735,204,463,145,479,138,406,126,484,141,800,245,508,190,598,169,513,169,1033,224,1221,251,1392,260,997,226,419,145,334,156,315,134
11,Lake Union,17843,631,2096,349,936,215,734,191,673,178,688,186,868,222,740,207,1072,276,869,210,1809,338,1808,313,2130,380,1665,280,572,174,536,150,647,189
12,Magnolia/Queen Anne,17828,654,1174,242,698,213,534,188,868,203,843,212,961,211,891,205,1158,258,763,178,1941,328,2183,332,2543,402,1175,234,694,187,713,208,689,177
13,Downtown,9109,425,1934,289,748,217,593,192,351,116,364,136,386,156,396,169,271,116,233,103,401,174,517,187,1163,253,657,183,288,110,285,131,522,193
